ID,start_date,year,month,receiver_country,initiator_country,inclusion_criteria,inclusion_criteria_subcode,incident_type,receiver_region
575,2014-01-01,2014.0,1.0,Turkey,Turkey,Non politicised attack<br>on political target(s),,Data theft & Doxing,"['ASIA', 'NATO', 'MEA']"
576,2014-01-01,2014.0,1.0,Turkey,Turkey,Attack conducted by<br>non-state actors with political goals,,Disruption,"['ASIA', 'NATO', 'MEA']"
576,2014-01-01,2014.0,1.0,Turkey,Turkey,Non politicised attack<br>on political target(s),,Disruption,"['ASIA', 'NATO', 'MEA']"
577,2014-01-01,2014.0,1.0,United States,Unknown,Attack conducted by<br>non-state actors with political goals,,Disruption,"['NATO', 'NORTHAM']"
577,2014-01-01,2014.0,1.0,United States,Unknown,Non politicised attack<br>on political target(s),,Disruption,"['NATO', 'NORTHAM']"
578,2014-01-01,2014.0,1.0,Brazil,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Brazil,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Brazil,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Brazil,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Canada,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Canada,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Canada,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Canada,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Finland,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Finland,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Finland,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Finland,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,France,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,France,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,France,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,France,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Germany,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Germany,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Germany,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Germany,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,India,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,India,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,India,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,India,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Japan,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Japan,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Japan,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Japan,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Sweden,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Sweden,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Sweden,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,Sweden,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,United Arab Emirates,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,United Arab Emirates,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,United Arab Emirates,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,United Arab Emirates,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,United States,China,Attack conducted by<br>a nation state,,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,United States,China,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,United States,China,Non politicised attack<br>on political target(s),,Data theft,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
578,2014-01-01,2014.0,1.0,United States,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['SOUTHAM', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'MENA', 'MEA', 'GULFC']"
579,2014-01-01,2014.0,1.0,United States,China,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Data theft,"['NATO', 'NORTHAM']"
579,2014-01-01,2014.0,1.0,United States,China,Attack conducted by<br>non-state actors with political goals,,Data theft,"['NATO', 'NORTHAM']"
579,2014-01-01,2014.0,1.0,United States,China,Politicised attack<br>on non-political target(s),Attack conducted by<br>a state-affiliated group,Data theft,"['NATO', 'NORTHAM']"
579,2014-01-01,2014.0,1.0,United States,China,Politicised attack<br>on non-political target(s),,Data theft,"['NATO', 'NORTHAM']"
580,2014-01-01,2014.0,1.0,Romania,Russia,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,Romania,Russia,Attack conducted by<br>non-state actors with political goals,,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,Romania,Russia,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,Romania,Russia,Non politicised attack<br>on political target(s),,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,"Iran, Islamic Republic of",Russia,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,"Iran, Islamic Republic of",Russia,Attack conducted by<br>non-state actors with political goals,,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,"Iran, Islamic Republic of",Russia,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,"Iran, Islamic Republic of",Russia,Non politicised attack<br>on political target(s),,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,India,Russia,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,India,Russia,Attack conducted by<br>non-state actors with political goals,,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,India,Russia,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
580,2014-01-01,2014.0,1.0,India,Russia,Non politicised attack<br>on political target(s),,Data theft,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'ASIA', 'MENA', 'MEA', 'SASIA', 'SCO']"
581,2014-01-01,2014.0,1.0,United States,China,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,United States,China,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,United States,China,Attack conducted by<br>non-state actors with political goals,,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,United States,China,Attack conducted by<br>non-state actors with political goals,,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,United States,China,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,United States,China,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,United States,China,Non politicised attack<br>on political target(s),,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,United States,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,Western Europe,China,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,Western Europe,China,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,Western Europe,China,Attack conducted by<br>non-state actors with political goals,,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,Western Europe,China,Attack conducted by<br>non-state actors with political goals,,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,Western Europe,China,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,Western Europe,China,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,Western Europe,China,Non politicised attack<br>on political target(s),,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,Western Europe,China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,South China Sea (region),China,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,South China Sea (region),China,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,South China Sea (region),China,Attack conducted by<br>non-state actors with political goals,,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,South China Sea (region),China,Attack conducted by<br>non-state actors with political goals,,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,South China Sea (region),China,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,South China Sea (region),China,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,South China Sea (region),China,Non politicised attack<br>on political target(s),,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
581,2014-01-01,2014.0,1.0,South China Sea (region),China,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
582,2014-01-01,2014.0,1.0,Russia,Netherlands,Attack conducted by<br>a nation state,,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
582,2014-01-01,2014.0,1.0,Russia,Netherlands,Attack conducted by<br>a nation state,,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
582,2014-01-01,2014.0,1.0,Russia,Netherlands,Non politicised attack<br>on political target(s),,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
582,2014-01-01,2014.0,1.0,Russia,Netherlands,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
583,2014-01-01,2014.0,1.0,Central Asia (region),Unknown,Non politicised attack<br>on political target(s),,Data theft,['NO_REGION']
583,2014-01-01,2014.0,1.0,Central Asia (region),Unknown,Non politicised attack<br>on political target(s),,Hijacking with Misuse,['NO_REGION']
584,2014-01-01,2014.0,1.0,Switzerland,Russia,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'WESTEU']"
584,2014-01-01,2014.0,1.0,Switzerland,Russia,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['EUROPE', 'WESTEU']"
584,2014-01-01,2014.0,1.0,Switzerland,Russia,Attack conducted by<br>non-state actors with political goals,,Data theft,"['EUROPE', 'WESTEU']"
584,2014-01-01,2014.0,1.0,Switzerland,Russia,Attack conducted by<br>non-state actors with political goals,,Hijacking with Misuse,"['EUROPE', 'WESTEU']"
584,2014-01-01,2014.0,1.0,Switzerland,Russia,Politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'WESTEU']"
584,2014-01-01,2014.0,1.0,Switzerland,Russia,Politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['EUROPE', 'WESTEU']"
584,2014-01-01,2014.0,1.0,Switzerland,Russia,Politicised attack<br>on political target(s),,Data theft,"['EUROPE', 'WESTEU']"
584,2014-01-01,2014.0,1.0,Switzerland,Russia,Politicised attack<br>on political target(s),,Hijacking with Misuse,"['EUROPE', 'WESTEU']"
585,2014-01-01,2014.0,1.0,Russia,ISIS,Attack conducted by<br>non-state actors with political goals,,Disruption,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
585,2014-01-01,2014.0,1.0,Russia,ISIS,Non politicised attack<br>on political target(s),,Disruption,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
586,2014-01-01,2014.0,1.0,Ukraine,Russia,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'EASTEU']"
586,2014-01-01,2014.0,1.0,Ukraine,Russia,Attack conducted by<br>non-state actors with political goals,Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
586,2014-01-01,2014.0,1.0,Ukraine,Russia,Attack conducted by<br>non-state actors with political goals,,Data theft,"['EUROPE', 'EASTEU']"
586,2014-01-01,2014.0,1.0,Ukraine,Russia,Attack conducted by<br>non-state actors with political goals,,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
586,2014-01-01,2014.0,1.0,Ukraine,Russia,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Data theft,"['EUROPE', 'EASTEU']"
586,2014-01-01,2014.0,1.0,Ukraine,Russia,Non politicised attack<br>on political target(s),Attack conducted by<br>a state-affiliated group,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
586,2014-01-01,2014.0,1.0,Ukraine,Russia,Non politicised attack<br>on political target(s),,Data theft,"['EUROPE', 'EASTEU']"
586,2014-01-01,2014.0,1.0,Ukraine,Russia,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
587,2014-01-01,2014.0,1.0,Ecuador,Brazil,Non politicised attack<br>on political target(s),,Data theft,"['NO_REGION', 'SOUTHAM', 'ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
587,2014-01-01,2014.0,1.0,Ecuador,Brazil,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['NO_REGION', 'SOUTHAM', 'ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
587,2014-01-01,2014.0,1.0,Venezuela,Brazil,Non politicised attack<br>on political target(s),,Data theft,"['NO_REGION', 'SOUTHAM', 'ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
587,2014-01-01,2014.0,1.0,Venezuela,Brazil,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['NO_REGION', 'SOUTHAM', 'ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
587,2014-01-01,2014.0,1.0,Peru,Brazil,Non politicised attack<br>on political target(s),,Data theft,"['NO_REGION', 'SOUTHAM', 'ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
587,2014-01-01,2014.0,1.0,Peru,Brazil,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['NO_REGION', 'SOUTHAM', 'ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
587,2014-01-01,2014.0,1.0,Argentina,Brazil,Non politicised attack<br>on political target(s),,Data theft,"['NO_REGION', 'SOUTHAM', 'ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
587,2014-01-01,2014.0,1.0,Argentina,Brazil,Non politicised attack<br>on political target(s),,Hijacking with Misuse,"['NO_REGION', 'SOUTHAM', 'ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
587,2014-01-01,2014.0,1.0,Colombia,Brazil,Non politicised attack<br>on political target(s),,Data theft,"['NO_REGION', 'SOUTHAM', 'ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
