ID,start_date,receiver_country,incident_type,initiator_country,initiator_category,initiator_name,receiver_region
299,2011-01-01,India,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested",Hainan Xiandun Company/MSS,"['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Malaysia,Data theft,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Malaysia,Data theft,China,"Non-state actor, state-affiliation suggested",Hainan Xiandun Company/MSS,"['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Malaysia,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Malaysia,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested",Hainan Xiandun Company/MSS,"['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Saudi Arabia,Data theft,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Saudi Arabia,Data theft,China,"Non-state actor, state-affiliation suggested",Hainan Xiandun Company/MSS,"['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Saudi Arabia,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Saudi Arabia,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested",Hainan Xiandun Company/MSS,"['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Cambodia,Data theft,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Cambodia,Data theft,China,"Non-state actor, state-affiliation suggested",Hainan Xiandun Company/MSS,"['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Cambodia,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,Cambodia,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested",Hainan Xiandun Company/MSS,"['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,United States,Data theft,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,United States,Data theft,China,"Non-state actor, state-affiliation suggested",Hainan Xiandun Company/MSS,"['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,United States,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
299,2011-01-01,United States,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested",Hainan Xiandun Company/MSS,"['EUROPE', 'EU(MS)', 'WESTEU', 'NATO', 'NORTHEU', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA', 'MENA', 'MEA', 'GULFC']"
300,2012-01-01,Japan,Data theft,China,Unknown - not attributed,DragonOk,"['ASIA', 'SCS', 'NEA']"
300,2012-01-01,Taiwan,Data theft,China,Unknown - not attributed,DragonOk,"['ASIA', 'SCS', 'NEA']"
301,2012-01-01,United States,Data theft,Unknown,Unknown - not attributed,Molerats/Extreme Jackal,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,United States,Data theft,Unknown,Unknown - not attributed,Gaza Cybergang 1 /Hamas,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,United States,Hijacking with Misuse,Unknown,Unknown - not attributed,Molerats/Extreme Jackal,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,United States,Hijacking with Misuse,Unknown,Unknown - not attributed,Gaza Cybergang 1 /Hamas,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,United Kingdom,Data theft,Unknown,Unknown - not attributed,Molerats/Extreme Jackal,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,United Kingdom,Data theft,Unknown,Unknown - not attributed,Gaza Cybergang 1 /Hamas,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,United Kingdom,Hijacking with Misuse,Unknown,Unknown - not attributed,Molerats/Extreme Jackal,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,United Kingdom,Hijacking with Misuse,Unknown,Unknown - not attributed,Gaza Cybergang 1 /Hamas,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,Israel,Data theft,Unknown,Unknown - not attributed,Molerats/Extreme Jackal,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,Israel,Data theft,Unknown,Unknown - not attributed,Gaza Cybergang 1 /Hamas,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,Israel,Hijacking with Misuse,Unknown,Unknown - not attributed,Molerats/Extreme Jackal,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
301,2012-01-01,Israel,Hijacking with Misuse,Unknown,Unknown - not attributed,Gaza Cybergang 1 /Hamas,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA']"
302,2012-01-01,Taiwan,Data theft,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
302,2012-01-01,Taiwan,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
302,2012-01-01,Indonesia,Data theft,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
302,2012-01-01,Indonesia,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
302,2012-01-01,Philippines,Data theft,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
302,2012-01-01,Philippines,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
302,2012-01-01,Vietnam,Data theft,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
302,2012-01-01,Vietnam,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
302,2012-01-01,Thailand,Data theft,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
302,2012-01-01,Thailand,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,"['ASIA', 'SCS', 'SEA']"
303,2012-01-01,,Data theft,Lebanon,"Non-state actor, state-affiliation suggested",Dark Carceral,['NO_REGION']
303,2012-01-01,,Hijacking with Misuse,Lebanon,"Non-state actor, state-affiliation suggested",Dark Carceral,['NO_REGION']
304,2012-01-01,United Arab Emirates,Data theft,United Arab Emirates,"Non-state actor, state-affiliation suggested",Stealth Falcon/Fruity Armor,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
304,2012-01-01,United Arab Emirates,Hijacking with Misuse,United Arab Emirates,"Non-state actor, state-affiliation suggested",Stealth Falcon/Fruity Armor,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
304,2012-01-01,United Kingdom,Data theft,United Arab Emirates,"Non-state actor, state-affiliation suggested",Stealth Falcon/Fruity Armor,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
304,2012-01-01,United Kingdom,Hijacking with Misuse,United Arab Emirates,"Non-state actor, state-affiliation suggested",Stealth Falcon/Fruity Armor,"['ASIA', 'MENA', 'MEA', 'GULFC', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
305,2012-01-01,Kenya,Data theft,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
305,2012-01-01,Kenya,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
305,2012-01-01,Yemen,Data theft,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
305,2012-01-01,Yemen,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
305,2012-01-01,Iraq,Data theft,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
305,2012-01-01,Iraq,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
305,2012-01-01,Middle East (region),Data theft,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
305,2012-01-01,Middle East (region),Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
305,2012-01-01,Africa,Data theft,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
305,2012-01-01,Africa,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",Slingshot,"['AFRICA', 'SSA', 'ASIA', 'MENA', 'MEA', 'NO_REGION']"
306,2012-01-01,Austria,Data theft & Doxing,"Iran, Islamic Republic of",Non-state-group,Parastoo,"['EUROPE', 'EU(MS)', 'WESTEU']"
307,2012-01-01,Israel,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",,"['ASIA', 'MENA', 'MEA']"
308,2012-01-01,Global (region),Data theft,China,"Non-state actor, state-affiliation suggested","APT10/Stone Panda/MenuPass Team/Cloud Hopper/Red Apollo/Cicada/POTASSIUM/BRONZE RIVERSIDE/CVNX/HOGFISH/G0045 (MSS, Tianjin State Security Bureau)",['NO_REGION']
308,2012-01-01,Global (region),Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested","APT10/Stone Panda/MenuPass Team/Cloud Hopper/Red Apollo/Cicada/POTASSIUM/BRONZE RIVERSIDE/CVNX/HOGFISH/G0045 (MSS, Tianjin State Security Bureau)",['NO_REGION']
309,2012-01-01,Russia,Hijacking without Misuse,United States,State,NSA/Equation Group,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
310,2012-01-01,Global (region),Data theft,United States,State,NSA/Equation Group,['NO_REGION']
310,2012-01-01,Global (region),Hijacking with Misuse,United States,State,NSA/Equation Group,['NO_REGION']
311,2012-01-01,Afghanistan,Disruption,United Kingdom,State,GCHQ,"['ASIA', 'SASIA']"
312,2012-01-01,Canada,Data theft,Canada,State,CSEC,"['NATO', 'NORTHAM']"
313,2012-01-01,United States,Data theft,United States,State,NSA/Equation Group,"['NATO', 'NORTHAM']"
313,2012-01-01,United States,Data theft,United States,State,GCHQ,"['NATO', 'NORTHAM']"
313,2012-01-01,United States,Data theft,United Kingdom,State,NSA/Equation Group,"['NATO', 'NORTHAM']"
313,2012-01-01,United States,Data theft,United Kingdom,State,GCHQ,"['NATO', 'NORTHAM']"
314,2012-01-01,Taiwan,Data theft,Unknown,Unknown - not attributed,Blacktech,"['ASIA', 'SCS', 'NEA']"
314,2012-01-01,Taiwan,Hijacking with Misuse,Unknown,Unknown - not attributed,Blacktech,"['ASIA', 'SCS', 'NEA']"
