ID,start_date,receiver_country,incident_type,initiator_country,initiator_category,initiator_name,receiver_region
1129,2018-05-30,Saudi Arabia,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),"['ASIA', 'MENA', 'MEA', 'GULFC']"
1129,2018-05-30,Saudi Arabia,Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),"['ASIA', 'MENA', 'MEA', 'GULFC']"
1130,2018-06-01,"Korea, Republic of",Hijacking with Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['ASIA', 'SCS', 'NEA']"
1131,2018-06-01,"Korea, Republic of",Data theft,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['ASIA', 'SCS', 'NEA']"
1131,2018-06-01,"Korea, Republic of",Data theft,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['ASIA', 'SCS', 'NEA']"
1132,2018-06-01,United States,Data theft & Doxing,Unknown,Individual hacker(s),,"['NATO', 'NORTHAM']"
1133,2018-06-01,Global (region),Data theft,China,"Non-state actor, state-affiliation suggested",APT41/Brass Typhoon fka BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044,['NO_REGION']
1133,2018-06-01,Global (region),Data theft,China,"Non-state actor, state-affiliation suggested","Axiom/APT17/Tailgater Team/Group 72/Dogfish/G0001 (MSS, Jinan Bureau) < Winnti Umbrella/G0044 ",['NO_REGION']
1133,2018-06-01,Global (region),Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested",APT41/Brass Typhoon fka BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044,['NO_REGION']
1133,2018-06-01,Global (region),Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested","Axiom/APT17/Tailgater Team/Group 72/Dogfish/G0001 (MSS, Jinan Bureau) < Winnti Umbrella/G0044 ",['NO_REGION']
1134,2018-06-11,Chile,Disruption,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",['SOUTHAM']
1134,2018-06-11,Chile,Hijacking with Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",['SOUTHAM']
1135,2018-06-12,Mexico,Disruption,Unknown,Unknown - not attributed,,['NO_REGION']
1136,2018-06-12,"Korea, Republic of",Data theft,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['ASIA', 'SCS', 'NEA']"
1137,2018-07-01,United Kingdom,Data theft,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
1137,2018-07-01,United Kingdom,Hijacking with Misuse,China,"Non-state actor, state-affiliation suggested","APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
1138,2018-07-01,Middle East (region),Data theft,Unknown,Unknown - not attributed,DarkHydrus/LazyMeerkat,['NO_REGION']
1138,2018-07-01,Middle East (region),Hijacking with Misuse,Unknown,Unknown - not attributed,DarkHydrus/LazyMeerkat,['NO_REGION']
1139,2018-07-01,Israel,Data theft,Palestine,Non-state-group,Hamas,"['ASIA', 'MENA', 'MEA']"
1139,2018-07-01,Israel,Hijacking with Misuse,Palestine,Non-state-group,Hamas,"['ASIA', 'MENA', 'MEA']"
1140,2018-07-01,Israel,Data theft,Unknown,Unknown - not attributed,,"['ASIA', 'MENA', 'MEA']"
1141,2018-07-03,Taiwan,Disruption,China,Non-state-group,,"['ASIA', 'SCS']"
1142,2018-07-12,Italy,Data theft,Russia,"Non-state actor, state-affiliation suggested","Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","['EUROPE', 'NATO', 'EU(MS)']"
1142,2018-07-12,Italy,Hijacking with Misuse,Russia,"Non-state actor, state-affiliation suggested","Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","['EUROPE', 'NATO', 'EU(MS)']"
1143,2018-08-04,United Kingdom,Data theft,China,"Non-state actor, state-affiliation suggested",,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
1143,2018-08-04,United Kingdom,Data theft,Russia,"Non-state actor, state-affiliation suggested",,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
1144,2018-08-10,India,Data theft,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['ASIA', 'SASIA', 'SCO']"
1144,2018-08-10,India,Hijacking with Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['ASIA', 'SASIA', 'SCO']"
1145,2018-08-26,Spain,Disruption,Spain,Non-state-group,Anonymous,"['EUROPE', 'NATO', 'EU(MS)']"
1146,2018-09-01,Middle East (region),Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),['NO_REGION']
1146,2018-09-01,Middle East (region),Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),['NO_REGION']
1147,2018-09-01,Pakistan,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'SASIA', 'SCO', 'NATO', 'MEA', 'EUROPE', 'EASTEU', 'CSTO', 'MENA', 'GULFC']"
1147,2018-09-01,Pakistan,Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'SASIA', 'SCO', 'NATO', 'MEA', 'EUROPE', 'EASTEU', 'CSTO', 'MENA', 'GULFC']"
1147,2018-09-01,Turkey,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'SASIA', 'SCO', 'NATO', 'MEA', 'EUROPE', 'EASTEU', 'CSTO', 'MENA', 'GULFC']"
1147,2018-09-01,Turkey,Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'SASIA', 'SCO', 'NATO', 'MEA', 'EUROPE', 'EASTEU', 'CSTO', 'MENA', 'GULFC']"
1147,2018-09-01,Russia,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'SASIA', 'SCO', 'NATO', 'MEA', 'EUROPE', 'EASTEU', 'CSTO', 'MENA', 'GULFC']"
1147,2018-09-01,Russia,Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'SASIA', 'SCO', 'NATO', 'MEA', 'EUROPE', 'EASTEU', 'CSTO', 'MENA', 'GULFC']"
1147,2018-09-01,Saudi Arabia,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'SASIA', 'SCO', 'NATO', 'MEA', 'EUROPE', 'EASTEU', 'CSTO', 'MENA', 'GULFC']"
1147,2018-09-01,Saudi Arabia,Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'SASIA', 'SCO', 'NATO', 'MEA', 'EUROPE', 'EASTEU', 'CSTO', 'MENA', 'GULFC']"
1148,2018-09-07,United States,Data theft,Unknown,Unknown - not attributed,,"['NATO', 'NORTHAM']"
1149,2018-09-11,Egypt,Disruption,Turkey,Non-state-group,Akincilar,"['MENA', 'MEA', 'AFRICA', 'NAF']"
1149,2018-09-11,Egypt,Disruption,Turkey,Non-state-group,Muslim Brotherhood,"['MENA', 'MEA', 'AFRICA', 'NAF']"
1150,2018-09-21,United States,Disruption,Unknown,Unknown - not attributed,,"['NATO', 'NORTHAM']"
1151,2018-09-27,United States,Data theft,Unknown,Unknown - not attributed,,"['NATO', 'NORTHAM']"
1152,2018-10-01,United States,Data theft,Unknown,"Non-state actor, state-affiliation suggested","Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","['NATO', 'NORTHAM', 'NO_REGION']"
1152,2018-10-01,United States,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested","Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","['NATO', 'NORTHAM', 'NO_REGION']"
1152,2018-10-01,Europe (region),Data theft,Unknown,"Non-state actor, state-affiliation suggested","Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","['NATO', 'NORTHAM', 'NO_REGION']"
1152,2018-10-01,Europe (region),Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested","Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","['NATO', 'NORTHAM', 'NO_REGION']"
1153,2018-10-01,Vietnam,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",APT32/Ocean Lotus/Sea Lotus/Canvas Cyclone fka BISMUTH,"['ASIA', 'SCS', 'SEA']"
1153,2018-10-01,Cambodia,Hijacking with Misuse,Unknown,"Non-state actor, state-affiliation suggested",APT32/Ocean Lotus/Sea Lotus/Canvas Cyclone fka BISMUTH,"['ASIA', 'SCS', 'SEA']"
1154,2018-10-04,United States,Data theft,Unknown,Unknown - not attributed,,"['NATO', 'NORTHAM']"
1155,2018-10-05,United States,Disruption,Turkey,Non-state-group,Ayyıldız Tim Cyber Army,"['NATO', 'NORTHAM']"
1156,2018-10-15,Pakistan,Disruption,Pakistan,Non-state-group,Team PCE,"['ASIA', 'SASIA', 'SCO']"
1157,2018-10-22,Saudi Arabia,Disruption,Unknown,Non-state-group,,"['ASIA', 'MENA', 'MEA', 'GULFC']"
1158,2018-10-25,Ukraine,Data theft,Russia,"Non-state actor, state-affiliation suggested",Carbanak/Anunak,"['EUROPE', 'EASTEU', 'NO_REGION']"
1158,2018-10-25,Ukraine,Hijacking with Misuse,Russia,"Non-state actor, state-affiliation suggested",Carbanak/Anunak,"['EUROPE', 'EASTEU', 'NO_REGION']"
1158,2018-10-25,Eastern Europe,Data theft,Russia,"Non-state actor, state-affiliation suggested",Carbanak/Anunak,"['EUROPE', 'EASTEU', 'NO_REGION']"
1158,2018-10-25,Eastern Europe,Hijacking with Misuse,Russia,"Non-state actor, state-affiliation suggested",Carbanak/Anunak,"['EUROPE', 'EASTEU', 'NO_REGION']"
1159,2018-10-27,Gabon,Disruption,Unknown,Non-state-group,Anonymous,"['AFRICA', 'SSA']"
1160,,Italy,Disruption,Italy,Non-state-group,Anonymous Italy,"['EUROPE', 'NATO', 'EU(MS)']"
1161,2018-11-01,Turkey,Data theft,"Iran, Islamic Republic of",Unknown - not attributed,MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'NATO', 'MEA', 'MENA', 'GULFC']"
1161,2018-11-01,Turkey,Hijacking with Misuse,"Iran, Islamic Republic of",Unknown - not attributed,MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'NATO', 'MEA', 'MENA', 'GULFC']"
1161,2018-11-01,Oman,Data theft,"Iran, Islamic Republic of",Unknown - not attributed,MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'NATO', 'MEA', 'MENA', 'GULFC']"
1161,2018-11-01,Oman,Hijacking with Misuse,"Iran, Islamic Republic of",Unknown - not attributed,MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'NATO', 'MEA', 'MENA', 'GULFC']"
1161,2018-11-01,Lebanon,Data theft,"Iran, Islamic Republic of",Unknown - not attributed,MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'NATO', 'MEA', 'MENA', 'GULFC']"
1161,2018-11-01,Lebanon,Hijacking with Misuse,"Iran, Islamic Republic of",Unknown - not attributed,MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069,"['ASIA', 'NATO', 'MEA', 'MENA', 'GULFC']"
1162,2018-11-01,Russia,Disruption,United States,State,US CYCOM,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1162,2018-11-01,Russia,Hijacking with Misuse,United States,State,US CYCOM,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1163,2018-11-14,United States,Data theft,Russia,State,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/Midnight Blizzard fka NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),"['NATO', 'NORTHAM']"
1164,2018-11-30,Russia,Data theft & Doxing,Russia,Non-state-group,The Digital Revolution,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1165,2018-12-01,United States,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested","Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)","['NATO', 'NORTHAM']"
1165,2018-12-01,United States,Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested","Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)","['NATO', 'NORTHAM']"
1166,2018-12-01,Kazakhstan,Data theft,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Kazakhstan,Data theft,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Kazakhstan,Hijacking with Misuse,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Kazakhstan,Hijacking with Misuse,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Uzbekistan,Data theft,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Uzbekistan,Data theft,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Uzbekistan,Hijacking with Misuse,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Uzbekistan,Hijacking with Misuse,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Turkmenistan,Data theft,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Turkmenistan,Data theft,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Turkmenistan,Hijacking with Misuse,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Turkmenistan,Hijacking with Misuse,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Tajikistan,Data theft,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Tajikistan,Data theft,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Tajikistan,Hijacking with Misuse,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Tajikistan,Hijacking with Misuse,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Kyrgyzstan,Data theft,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Kyrgyzstan,Data theft,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Kyrgyzstan,Hijacking with Misuse,China,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,2018-12-01,Kyrgyzstan,Hijacking with Misuse,Czech Republic,Unknown - not attributed,Vicious Panda,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1167,2018-12-01,United States,Data theft,Russia,State,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","['NATO', 'NORTHAM']"
1168,2018-12-10,Europe (region),Disruption,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT33/Elfin/MAGNALLIUM/Peach Sandstorm fka HOLMIUM/Magic Hound/G0064,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,2018-12-10,Europe (region),Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT33/Elfin/MAGNALLIUM/Peach Sandstorm fka HOLMIUM/Magic Hound/G0064,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,2018-12-10,Middle East (region),Disruption,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT33/Elfin/MAGNALLIUM/Peach Sandstorm fka HOLMIUM/Magic Hound/G0064,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,2018-12-10,Middle East (region),Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT33/Elfin/MAGNALLIUM/Peach Sandstorm fka HOLMIUM/Magic Hound/G0064,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,2018-12-10,Italy,Disruption,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT33/Elfin/MAGNALLIUM/Peach Sandstorm fka HOLMIUM/Magic Hound/G0064,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,2018-12-10,Italy,Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT33/Elfin/MAGNALLIUM/Peach Sandstorm fka HOLMIUM/Magic Hound/G0064,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1169,2018-12-13,United States,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/G0059,"['NATO', 'NORTHAM']"
1169,2018-12-13,United States,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",Islamic Revolutionary Guard Corps (IRGC),"['NATO', 'NORTHAM']"
1170,2018-12-19,EU (institutions),Data theft,China,State,PLA,"['NO_REGION', 'EUROPE', 'EU(MS)', 'MEA']"
1170,2018-12-19,Cyprus,Data theft,China,State,PLA,"['NO_REGION', 'EUROPE', 'EU(MS)', 'MEA']"
1171,2018-12-23,United Kingdom,Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",Iran Revolutionary Guard Corps,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
1172,2018-12-26,Philippines,Disruption,Unknown,Non-state-group,,"['ASIA', 'SCS', 'SEA']"
1173,2018-12-30,Italy,Data theft & Doxing,Unknown,Non-state-group,Anonymous Anarchist Agency,"['EUROPE', 'NATO', 'EU(MS)']"
1174,2018-06-01,Unknown,Data theft,Saudi Arabia,State,KINGDOM,['NO_REGION']
1174,2018-06-01,Unknown,Hijacking with Misuse,Saudi Arabia,State,KINGDOM,['NO_REGION']
1175,2018-04-30,Turkey,Disruption,Greece,Non-state-group,Anonymous Greece,"['ASIA', 'NATO', 'MEA']"
1176,2018-01-01,Belgium,Data theft,China,State,Li Xiaoyu/Oro01xy,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU', 'NORTHAM']"
1176,2018-01-01,Belgium,Data theft,China,State,MSS,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU', 'NORTHAM']"
1176,2018-01-01,Belgium,Hijacking with Misuse,China,State,Li Xiaoyu/Oro01xy,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU', 'NORTHAM']"
1176,2018-01-01,Belgium,Hijacking with Misuse,China,State,MSS,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU', 'NORTHAM']"
1176,2018-01-01,United States,Data theft,China,State,Li Xiaoyu/Oro01xy,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU', 'NORTHAM']"
1176,2018-01-01,United States,Data theft,China,State,MSS,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU', 'NORTHAM']"
1176,2018-01-01,United States,Hijacking with Misuse,China,State,Li Xiaoyu/Oro01xy,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU', 'NORTHAM']"
1176,2018-01-01,United States,Hijacking with Misuse,China,State,MSS,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU', 'NORTHAM']"
1177,2018-10-04,"Korea, Republic of",Data theft,Unknown,Unknown - not attributed,,"['ASIA', 'SCS', 'NEA']"
1177,2018-10-04,"Korea, Republic of",Hijacking with Misuse,Unknown,Unknown - not attributed,,"['ASIA', 'SCS', 'NEA']"
1178,2018-01-01,Cyprus,Data theft,Turkey,"Non-state actor, state-affiliation suggested",,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,2018-01-01,Cyprus,Hijacking with Misuse,Turkey,"Non-state actor, state-affiliation suggested",,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,2018-01-01,Greece,Data theft,Turkey,"Non-state actor, state-affiliation suggested",,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,2018-01-01,Greece,Hijacking with Misuse,Turkey,"Non-state actor, state-affiliation suggested",,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,2018-01-01,Iraq,Data theft,Turkey,"Non-state actor, state-affiliation suggested",,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
