ID,receiver_country,initiator_country,weighted_cyber_intensity,initiator_name,initiator_category,cyber_conflict_issue,receiver_region
34,United States,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,United Kingdom,China,4.0,"APT1/Comment Crew/Comment Panda/Byzantine Candor/Group 3/ TG-8223/BrownFox/G0006 (PLA, Unit 61398)",State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,United Kingdom,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Canada,China,4.0,"APT1/Comment Crew/Comment Panda/Byzantine Candor/Group 3/ TG-8223/BrownFox/G0006 (PLA, Unit 61398)",State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Canada,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Taiwan,China,4.0,"APT1/Comment Crew/Comment Panda/Byzantine Candor/Group 3/ TG-8223/BrownFox/G0006 (PLA, Unit 61398)",State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Taiwan,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Singapore,China,4.0,"APT1/Comment Crew/Comment Panda/Byzantine Candor/Group 3/ TG-8223/BrownFox/G0006 (PLA, Unit 61398)",State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Singapore,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Switzerland,China,4.0,"APT1/Comment Crew/Comment Panda/Byzantine Candor/Group 3/ TG-8223/BrownFox/G0006 (PLA, Unit 61398)",State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Switzerland,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Belgium,China,4.0,"APT1/Comment Crew/Comment Panda/Byzantine Candor/Group 3/ TG-8223/BrownFox/G0006 (PLA, Unit 61398)",State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Belgium,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Israel,China,4.0,"APT1/Comment Crew/Comment Panda/Byzantine Candor/Group 3/ TG-8223/BrownFox/G0006 (PLA, Unit 61398)",State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Israel,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,India,China,4.0,"APT1/Comment Crew/Comment Panda/Byzantine Candor/Group 3/ TG-8223/BrownFox/G0006 (PLA, Unit 61398)",State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,India,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Japan,China,4.0,"APT1/Comment Crew/Comment Panda/Byzantine Candor/Group 3/ TG-8223/BrownFox/G0006 (PLA, Unit 61398)",State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,Japan,China,4.0,PLA Unit 61398,State,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
35,Russia,China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Russia,Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Kazakhstan,China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Kazakhstan,Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Azerbaijan,China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Azerbaijan,Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Belgium,China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Belgium,Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,India,China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,India,Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Afghanistan,China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Afghanistan,Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Armenia,China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Armenia,Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,"Iran, Islamic Republic of",China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,"Iran, Islamic Republic of",Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Turkmenistan,China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Turkmenistan,Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Ukraine,China,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,Ukraine,Russia,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
36,United States,China,2.0,None,State,Unknown,"['NATO', 'NORTHAM']"
37,Sweden,Turkey,1.0,,Non-state-group,System / ideology,"['EUROPE', 'EU(MS)', 'NORTHEU']"
38,Turkey,Sweden,1.0,,Non-state-group,System / ideology,"['ASIA', 'NATO', 'MEA']"
39,"Iran, Islamic Republic of",Unknown,1.0,Infy,Unknown - not attributed,National power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,"Iran, Islamic Republic of",Unknown,1.0,Infy,Unknown - not attributed,International power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,United States,Unknown,1.0,Infy,Unknown - not attributed,National power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,United States,Unknown,1.0,Infy,Unknown - not attributed,International power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Denmark,Unknown,1.0,Infy,Unknown - not attributed,National power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Denmark,Unknown,1.0,Infy,Unknown - not attributed,International power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Israel,Unknown,1.0,Infy,Unknown - not attributed,National power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Israel,Unknown,1.0,Infy,Unknown - not attributed,International power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Saudi Arabia,Unknown,1.0,Infy,Unknown - not attributed,National power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Saudi Arabia,Unknown,1.0,Infy,Unknown - not attributed,International power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Pakistan,Unknown,1.0,Infy,Unknown - not attributed,National power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Pakistan,Unknown,1.0,Infy,Unknown - not attributed,International power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Afghanistan,Unknown,1.0,Infy,Unknown - not attributed,National power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Afghanistan,Unknown,1.0,Infy,Unknown - not attributed,International power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Iraq,Unknown,1.0,Infy,Unknown - not attributed,National power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,Iraq,Unknown,1.0,Infy,Unknown - not attributed,International power,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
40,"Korea, Democratic People's Republic of","Korea, Republic of",1.0,DarkHotel,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
40,Japan,"Korea, Republic of",1.0,DarkHotel,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
40,India,"Korea, Republic of",1.0,DarkHotel,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
40,United States,"Korea, Republic of",1.0,DarkHotel,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
40,Asia (region),"Korea, Republic of",1.0,DarkHotel,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
41,United States,Russia,1.0,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM']"
42,China,Unknown,2.0,PoisonIvy/APT-C-01,Unknown - not attributed,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
43,Morocco,Unknown,2.0,Careto/The Mask,"Non-state actor, state-affiliation suggested",Unknown,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,Brazil,Unknown,2.0,Careto/The Mask,"Non-state actor, state-affiliation suggested",Unknown,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,United Kingdom,Unknown,2.0,Careto/The Mask,"Non-state actor, state-affiliation suggested",Unknown,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,Spain,Unknown,2.0,Careto/The Mask,"Non-state actor, state-affiliation suggested",Unknown,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,France,Unknown,2.0,Careto/The Mask,"Non-state actor, state-affiliation suggested",Unknown,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,Switzerland,Unknown,2.0,Careto/The Mask,"Non-state actor, state-affiliation suggested",Unknown,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,Libya,Unknown,2.0,Careto/The Mask,"Non-state actor, state-affiliation suggested",Unknown,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,United States,Unknown,2.0,Careto/The Mask,"Non-state actor, state-affiliation suggested",Unknown,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
44,United States,China,2.0,Putter Panda/APT 2,State,International power,"['NATO', 'NORTHAM', 'NO_REGION']"
44,Europe (region),China,2.0,Putter Panda/APT 2,State,International power,"['NATO', 'NORTHAM', 'NO_REGION']"
45,Global (region),United Kingdom,1.0,NSA/Equation Group,State,Unknown,['NO_REGION']
45,Global (region),United Kingdom,1.0,GCHQ,State,Unknown,['NO_REGION']
45,Global (region),United States,1.0,NSA/Equation Group,State,Unknown,['NO_REGION']
45,Global (region),United States,1.0,GCHQ,State,Unknown,['NO_REGION']
46,"Iran, Islamic Republic of",Israel,10.0,NSA/Equation Group,State,System / ideology,"['ASIA', 'MENA', 'MEA']"
46,"Iran, Islamic Republic of",Israel,10.0,NSA/Equation Group,State,International power,"['ASIA', 'MENA', 'MEA']"
46,"Iran, Islamic Republic of",United States,10.0,NSA/Equation Group,State,System / ideology,"['ASIA', 'MENA', 'MEA']"
46,"Iran, Islamic Republic of",United States,10.0,NSA/Equation Group,State,International power,"['ASIA', 'MENA', 'MEA']"
48,EU (region),United States,2.0,NSA/Equation Group,State,Unknown,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,France,United States,2.0,NSA/Equation Group,State,Unknown,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,Greece,United States,2.0,NSA/Equation Group,State,Unknown,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,Italy,United States,2.0,NSA/Equation Group,State,Unknown,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,Mexico,United States,2.0,NSA/Equation Group,State,Unknown,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,"Korea, Republic of",United States,2.0,NSA/Equation Group,State,Unknown,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,Turkey,United States,2.0,NSA/Equation Group,State,Unknown,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,Japan,United States,2.0,NSA/Equation Group,State,Unknown,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,India,United States,2.0,NSA/Equation Group,State,Unknown,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
49,"Congo, the Democratic Republic of the",Germany,3.0,BND,State,Unknown,"['AFRICA', 'SSA']"
50,United States,Unknown,1.0,,Unknown - not attributed,System / ideology,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,United States,Unknown,1.0,,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,France,Unknown,1.0,,Unknown - not attributed,System / ideology,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,France,Unknown,1.0,,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Russia,Unknown,1.0,,Unknown - not attributed,System / ideology,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Russia,Unknown,1.0,,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Pakistan,Unknown,1.0,,Unknown - not attributed,System / ideology,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Pakistan,Unknown,1.0,,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Holy See (Vatican City State),Unknown,1.0,,Unknown - not attributed,System / ideology,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Holy See (Vatican City State),Unknown,1.0,,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Austria,Unknown,1.0,,Unknown - not attributed,System / ideology,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Austria,Unknown,1.0,,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Hungary,Unknown,1.0,,Unknown - not attributed,System / ideology,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Hungary,Unknown,1.0,,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Poland,Unknown,1.0,,Unknown - not attributed,System / ideology,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,Poland,Unknown,1.0,,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
51,Russia,Russia,1.0,,Non-state-group,System / ideology,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
51,Russia,Russia,1.0,,Non-state-group,National power,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
52,Azerbaijan,Armenia,1.0,Armenian State Service,State,Territory,"['ASIA', 'CENTAS']"
52,Azerbaijan,Armenia,1.0,Armenian State Service,State,Secession,"['ASIA', 'CENTAS']"
53,Armenia,Azerbaijan,1.0,Bacioglu,Individual hacker(s),Territory,"['ASIA', 'CENTAS', 'CSTO']"
53,Armenia,Azerbaijan,1.0,Bacioglu,Individual hacker(s),Secession,"['ASIA', 'CENTAS', 'CSTO']"
54,Azerbaijan,Armenia,1.0,Axteam,Non-state-group,Territory,"['ASIA', 'CENTAS']"
54,Azerbaijan,Armenia,1.0,Axteam,Non-state-group,Secession,"['ASIA', 'CENTAS']"
55,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,,State,System / ideology,"['ASIA', 'SCS', 'NEA']"
56,Estonia,Russia,2.0,,"Non-state actor, state-affiliation suggested",System / ideology,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
56,Estonia,Russia,2.0,,"Non-state actor, state-affiliation suggested",Autonomy,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
57,United States,China,1.0,,State,International power,"['NATO', 'NORTHAM']"
58,Germany,China,1.0,,State,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
59,United Nations,Turkey,1.0,,Non-state-group,System / ideology,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,United Nations Economic and Social Council,Turkey,1.0,,Non-state-group,System / ideology,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,United Nations Environment Programme,Turkey,1.0,,Non-state-group,System / ideology,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,United States,Turkey,1.0,,Non-state-group,System / ideology,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,Israel,Turkey,1.0,,Non-state-group,System / ideology,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,United Kingdom,Turkey,1.0,,Non-state-group,System / ideology,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
60,United States,Unknown,1.0,,Unknown - not attributed,Unknown,"['NATO', 'NORTHAM']"
61,France,China,1.0,,Unknown - not attributed,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
62,Syria,Israel,3.0,,State,Territory,"['ASIA', 'MENA', 'MEA']"
