ID,start_date,attribution_ID,attribution_date,attribution_basis_clean,receiver_country,initiator_country,incident_type,receiver_region
911,2016-10-01,1074,2017-01-01,Industry attribution,Mexico,"Korea, Democratic People's Republic of",Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Mexico,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Brazil,"Korea, Democratic People's Republic of",Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Brazil,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Denmark,"Korea, Democratic People's Republic of",Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Denmark,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Venezuela,"Korea, Democratic People's Republic of",Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Venezuela,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Colombia,"Korea, Democratic People's Republic of",Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Colombia,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Peru,"Korea, Democratic People's Republic of",Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,Peru,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,United Kingdom,"Korea, Democratic People's Republic of",Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,United Kingdom,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,India,"Korea, Democratic People's Republic of",Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
911,2016-10-01,1074,2017-01-01,Industry attribution,India,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'NORTHAM', 'NO_REGION', 'SOUTHAM', 'NORTHEU', 'ASIA', 'SASIA', 'SCO']"
912,2016-10-01,1075,2016-01-01,Industry attribution,United States,Russia,Data theft & Doxing,"['NATO', 'NORTHAM']"
913,2016-10-01,1076,,Attacker confirms,India,Pakistan,Disruption,"['ASIA', 'SASIA', 'SCO']"
914,2016-10-01,1077,,Attacker confirms,Russia,Ukraine,Data theft & Doxing,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
915,2016-10-04,1078,,Receiver attributes attacker,Ukraine,Ukraine,Disruption,"['EUROPE', 'EASTEU']"
916,2016-10-24,1079,,Attacker confirms,Belgium,Syria,Disruption,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU']"
917,2016-11-01,1080,,Industry attribution,United States,Unknown,Data theft,"['NATO', 'NORTHAM']"
918,2016-11-01,1081,2018-01-01,Industry attribution,Europe (region),"Iran, Islamic Republic of",Disruption,"['NO_REGION', 'ASIA', 'MENA', 'MEA', 'GULFC']"
918,2016-11-01,1081,2018-01-01,Industry attribution,Europe (region),"Iran, Islamic Republic of",Hijacking with Misuse,"['NO_REGION', 'ASIA', 'MENA', 'MEA', 'GULFC']"
918,2016-11-01,1081,2018-01-01,Industry attribution,Saudi Arabia,"Iran, Islamic Republic of",Disruption,"['NO_REGION', 'ASIA', 'MENA', 'MEA', 'GULFC']"
918,2016-11-01,1081,2018-01-01,Industry attribution,Saudi Arabia,"Iran, Islamic Republic of",Hijacking with Misuse,"['NO_REGION', 'ASIA', 'MENA', 'MEA', 'GULFC']"
919,2016-11-01,1082,,Attacker confirms,India,India,Data theft & Doxing,"['ASIA', 'SASIA', 'SCO']"
920,2016-11-07,1083,,Media-based attribution,Unknown,Unknown,Disruption,['NO_REGION']
921,2016-11-07,1084,,Attacker confirms,United Kingdom,Unknown,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
922,2016-11-08,4798,2016-01-01,Industry attribution,United States,Russia,Data theft,"['NATO', 'NORTHAM']"
922,2016-11-08,4798,2016-01-01,Industry attribution,United States,Russia,Hijacking with Misuse,"['NATO', 'NORTHAM']"
923,2016-11-08,1086,,Attacker confirms,Russia,Unknown,Disruption,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
924,2016-11-17,1087,2017-01-01,Industry attribution,Saudi Arabia,"Iran, Islamic Republic of",Disruption,"['ASIA', 'MENA', 'MEA', 'GULFC']"
924,2016-11-17,1087,2017-01-01,Industry attribution,Saudi Arabia,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC']"
925,2016-11-18,1088,,Attacker confirms,Italy,Unknown,Data theft & Doxing,"['EUROPE', 'NATO', 'EU(MS)']"
926,2016-11-20,1089,,Attacker confirms,India,Unknown,Data theft & Doxing,"['ASIA', 'SASIA', 'SCO']"
927,2016-11-23,1090,,Attacker confirms,Mexico,Unknown,Data theft & Doxing,['NO_REGION']
928,2016-11-24,1091,,Media-based attribution,EU (institutions),Unknown,Disruption,['NO_REGION']
929,2016-11-25,1092,,Receiver attributes attacker,Austria,Turkey,Disruption,"['EUROPE', 'EU(MS)', 'WESTEU']"
930,2016-11-26,1093,,Attacker confirms,India,Unknown,Data theft & Doxing,"['ASIA', 'SASIA', 'SCO', 'OC', 'AFRICA', 'SSA']"
930,2016-11-26,1093,,Attacker confirms,Fiji,Unknown,Data theft & Doxing,"['ASIA', 'SASIA', 'SCO', 'OC', 'AFRICA', 'SSA']"
930,2016-11-26,1093,,Attacker confirms,Ghana,Unknown,Data theft & Doxing,"['ASIA', 'SASIA', 'SCO', 'OC', 'AFRICA', 'SSA']"
931,2016-11-26,1094,,Attacker confirms,Kuwait,Unknown,Disruption,"['ASIA', 'MENA', 'MEA', 'GULFC']"
932,2016-11-26,1095,,Media-based attribution,United States,Unknown,Disruption,"['NATO', 'NORTHAM']"
932,2016-11-26,1095,,Media-based attribution,United States,Unknown,Hijacking with Misuse,"['NATO', 'NORTHAM']"
933,2016-11-27,1096,,Political attribution,Germany,United Kingdom,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU']"
933,2016-11-27,1096,,Political attribution,United Kingdom,United Kingdom,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU']"
934,2016-11-30,1097,,Media-based attribution,Israel,Unknown,Disruption,"['ASIA', 'MENA', 'MEA']"
935,2016-12-01,1098,,Attacker confirms,Slovakia,Unknown,Data theft & Doxing,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
936,2016-12-01,1099,,Political attribution,Turkey,United States,Disruption,"['ASIA', 'NATO', 'MEA']"
936,2016-12-01,1099,,Political attribution,Turkey,United States,Hijacking with Misuse,"['ASIA', 'NATO', 'MEA']"
937,2016-12-01,1101,2018-01-01,Industry attribution,China,China,Data theft,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
937,2016-12-01,1101,2018-01-01,Industry attribution,China,China,Hijacking with Misuse,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
937,2016-12-01,1100,2018-01-01,Attribution by third-party,China,China,Data theft,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
937,2016-12-01,1100,2018-01-01,Attribution by third-party,China,China,Hijacking with Misuse,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,Egypt,Unknown,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,Egypt,Unknown,Hijacking with Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,United Arab Emirates,Unknown,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,United Arab Emirates,Unknown,Hijacking with Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,Lebanon,Unknown,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,Lebanon,Unknown,Hijacking with Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,Turkey,Unknown,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,Turkey,Unknown,Hijacking with Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,"Iran, Islamic Republic of",Unknown,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,"Iran, Islamic Republic of",Unknown,Hijacking with Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,Middle East (region),Unknown,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
938,2016-12-01,5732,2017-06-12,Attribution by third-party,Middle East (region),Unknown,Hijacking with Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'NATO', 'NO_REGION']"
939,,13614,,Attacker confirms,Venezuela,Unknown,Data theft & Doxing,['SOUTHAM']
940,2016-12-05,1105,,Attacker confirms,Ecuador,Unknown,Data theft & Doxing,['NO_REGION']
941,2016-12-06,6584,2017-01-01,Political attribution,Ukraine,Russia,Disruption,"['EUROPE', 'EASTEU']"
941,2016-12-06,6584,2017-01-01,Political attribution,Ukraine,Russia,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
941,2016-12-06,6583,2017-01-01,Attribution by third-party,Ukraine,Russia,Disruption,"['EUROPE', 'EASTEU']"
941,2016-12-06,6583,2017-01-01,Attribution by third-party,Ukraine,Russia,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
942,2016-12-07,1108,,Attacker confirms,Argentina,Unknown,Data theft & Doxing,['SOUTHAM']
943,2016-12-13,1109,,Media-based attribution,Ukraine,Unknown,Disruption,"['EUROPE', 'EASTEU']"
944,2016-12-13,1110,,Attacker confirms,Russia,Unknown,Data theft & Doxing,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
945,2016-12-14,1111,,Attacker confirms,Russia,Unknown,Data theft & Doxing,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
946,2016-12-16,1112,,Attacker confirms,Russia,Unknown,Disruption,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NATO', 'EU(MS)']"
946,2016-12-16,1112,,Attacker confirms,Italy,Unknown,Disruption,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NATO', 'EU(MS)']"
947,2016-12-17,1115,2017-01-01,Political attribution,Ukraine,Russia,Disruption,"['EUROPE', 'EASTEU']"
947,2016-12-17,1115,2017-01-01,Political attribution,Ukraine,Russia,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
947,2016-12-17,1113,2017-01-01,Industry attribution,Ukraine,Russia,Disruption,"['EUROPE', 'EASTEU']"
947,2016-12-17,1113,2017-01-01,Industry attribution,Ukraine,Russia,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
947,2016-12-17,1114,2017-01-01,Attribution by third-party,Ukraine,Russia,Disruption,"['EUROPE', 'EASTEU']"
947,2016-12-17,1114,2017-01-01,Attribution by third-party,Ukraine,Russia,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
948,2016-12-20,1116,,Attacker confirms,Thailand,Unknown,Disruption,"['ASIA', 'SEA']"
949,2016-02-01,1117,2020-01-01,Political attribution,Netherlands,China,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
950,2016-11-01,1118,2019-01-01,Media-based attribution,Turkey,China,Data theft,"['ASIA', 'NATO', 'MEA']"
950,2016-11-01,1118,2019-01-01,Media-based attribution,Turkey,China,Hijacking with Misuse,"['ASIA', 'NATO', 'MEA']"
951,2016-10-13,1119,2016-01-01,Political attribution,Montenegro,Russia,Disruption,"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
952,2016-10-01,3093,2016-01-01,Political attribution,Bulgaria,Russia,Disruption,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
953,2016-06-01,1121,2016-01-01,Industry attribution,Europe (region),China,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
953,2016-06-01,1121,2016-01-01,Industry attribution,Europe (region),China,Hijacking with Misuse,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
953,2016-06-01,1121,2016-01-01,Industry attribution,France,China,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
953,2016-06-01,1121,2016-01-01,Industry attribution,France,China,Hijacking with Misuse,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Australia,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Australia,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,India,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,India,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Vietnam,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Vietnam,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Myanmar,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Myanmar,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Philippines,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Philippines,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Thailand,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Thailand,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Brunei,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,1122,2020-01-01,Industry attribution,Brunei,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
955,2016-12-25,1123,,Attacker confirms,Russia,Unknown,Data theft & Doxing,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
956,2016-01-01,1125,2021-01-01,Political attribution,Japan,China,Data theft,"['ASIA', 'SCS', 'NEA']"
956,2016-01-01,1124,2021-01-01,Industry attribution,Japan,China,Data theft,"['ASIA', 'SCS', 'NEA']"
957,2017-01-01,1126,2018-01-01,Industry attribution,United States,"Korea, Democratic People's Republic of",Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
957,2017-01-01,1126,2018-01-01,Industry attribution,Europe (region),"Korea, Democratic People's Republic of",Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
957,2017-01-01,1126,2018-01-01,Industry attribution,Asia (region),"Korea, Democratic People's Republic of",Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
958,2017-01-01,1127,2019-01-01,Industry attribution,United States,"Iran, Islamic Republic of",Data theft,"['NATO', 'NORTHAM']"
958,2017-01-01,1127,2019-01-01,Industry attribution,United States,"Iran, Islamic Republic of",Hijacking with Misuse,"['NATO', 'NORTHAM']"
959,2017-01-01,1128,2018-01-01,Industry attribution,Russia,Unknown,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1128,2018-01-01,Industry attribution,Russia,Unknown,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1128,2018-01-01,Industry attribution,Egypt,Unknown,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1128,2018-01-01,Industry attribution,Egypt,Unknown,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1128,2018-01-01,Industry attribution,"Iran, Islamic Republic of",Unknown,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1128,2018-01-01,Industry attribution,"Iran, Islamic Republic of",Unknown,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1129,2018-01-01,Media-based attribution,Russia,Unknown,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1129,2018-01-01,Media-based attribution,Russia,Unknown,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1129,2018-01-01,Media-based attribution,Egypt,Unknown,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1129,2018-01-01,Media-based attribution,Egypt,Unknown,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1129,2018-01-01,Media-based attribution,"Iran, Islamic Republic of",Unknown,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,1129,2018-01-01,Media-based attribution,"Iran, Islamic Republic of",Unknown,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
960,2017-01-01,1130,2019-01-01,Industry attribution,United States,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,United States,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Brazil,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Brazil,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,China,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,China,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,France,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,France,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Germany,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Germany,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Italy,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Italy,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Mexico,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Mexico,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Spain,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Spain,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Portugal,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,Portugal,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,1130,2019-01-01,Industry attribution,United Kingdom,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
