ID,start_date,attribution_ID,attribution_date,attribution_basis_clean,receiver_country,initiator_country,incident_type,receiver_region
2318,2023-05-27,13523,2023-06-05,Attacker confirms,Germany,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13523,2023-06-05,Attacker confirms,Luxembourg,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13523,2023-06-05,Attacker confirms,Luxembourg,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13523,2023-06-05,Attacker confirms,Luxembourg,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,United States,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,United States,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Canada,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Canada,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Canada,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,United Kingdom,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,United Kingdom,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,United Kingdom,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,India,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,India,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,India,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,France,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,France,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,France,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Ireland,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Ireland,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Ireland,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Belgium,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Belgium,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Belgium,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Not available,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Not available,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Not available,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Germany,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Germany,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Germany,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Luxembourg,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Luxembourg,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13521,2023-06-02,Industry attribution,Luxembourg,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,United States,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,United States,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Canada,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Canada,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Canada,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,United Kingdom,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,United Kingdom,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,United Kingdom,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,India,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,India,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,India,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,France,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,France,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,France,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Ireland,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Ireland,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Ireland,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Belgium,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Belgium,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Belgium,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Not available,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Not available,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Not available,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Germany,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Germany,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Germany,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Luxembourg,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Luxembourg,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,13522,2023-06-05,Industry attribution,Luxembourg,Not available,Ransomware,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2330,2023-06-01,13763,2023-06-06,Receiver attributes attacker,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2330,2023-06-01,13763,2023-06-06,Receiver attributes attacker,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2331,2023-05-31,13764,,,United Kingdom,Not available,Disruption,"['EUROPE', 'NATO', 'NORTHEU']"
2331,2023-05-31,13764,,,United Kingdom,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'NORTHEU']"
2335,2023-06-03,13765,,,Japan,Not available,Disruption,"['ASIA', 'SCS', 'NEA']"
2335,2023-06-03,13765,,,Japan,Not available,Hijacking with Misuse,"['ASIA', 'SCS', 'NEA']"
2335,2023-06-03,13765,,,Japan,Not available,Ransomware,"['ASIA', 'SCS', 'NEA']"
2336,2023-06-01,13766,2023-06-06,Industry attribution,Estonia,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
2336,2023-06-01,13767,2023-08-22,Attribution by third-party,Estonia,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
2337,2023-05-16,13768,,,Germany,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU']"
2337,2023-05-16,13768,,,Germany,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU']"
2337,2023-05-16,13768,,,United Kingdom,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU']"
2337,2023-05-16,13768,,,United Kingdom,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU']"
2338,,13769,2023-06-08,Industry attribution,Not available,Not available,Hijacking without Misuse,['NO_REGION']
2339,2023-06-09,11716,,,United Kingdom,Not available,Data theft,"['EUROPE', 'NATO', 'NORTHEU']"
2339,2023-06-09,11716,,,United Kingdom,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'NORTHEU']"
2340,2023-06-08,11717,2023-06-08,Attacker confirms,Russia,Not available,Disruption,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
2340,2023-06-08,11717,2023-06-08,Attacker confirms,Russia,Not available,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
2341,2023-05-18,11718,2023-06-09,Attacker confirms,United States,Not available,Data theft & Doxing,"['NATO', 'NORTHAM']"
2341,2023-05-18,11718,2023-06-09,Attacker confirms,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2341,2023-05-18,11718,2023-06-09,Attacker confirms,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2341,2023-05-18,11718,2023-06-09,Attacker confirms,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2342,,11719,2023-06-09,Industry attribution,Vietnam,Vietnam,Hijacking without Misuse,"['ASIA', 'SCS', 'SEA']"
2343,,11720,2023-06-09,Industry attribution,Vietnam,Vietnam,Hijacking without Misuse,"['ASIA', 'SCS', 'SEA']"
2343,,11721,2022-03-07,Industry attribution,Vietnam,Vietnam,Hijacking without Misuse,"['ASIA', 'SCS', 'SEA']"
2344,2023-06-12,12063,2023-06-12,Attacker confirms,Switzerland,Russia,Disruption,"['EUROPE', 'WESTEU']"
2345,2023-06-07,12062,2023-06-07,Attacker confirms,Switzerland,Russia,Disruption,"['EUROPE', 'WESTEU']"
2346,,12061,2023-05-23,Media-based attribution,Switzerland,Russia,Data theft & Doxing,"['EUROPE', 'WESTEU']"
2346,,12061,2023-05-23,Media-based attribution,Switzerland,Russia,Disruption,"['EUROPE', 'WESTEU']"
2346,,12061,2023-05-23,Media-based attribution,Switzerland,Russia,Hijacking with Misuse,"['EUROPE', 'WESTEU']"
2346,,12061,2023-05-23,Media-based attribution,Switzerland,Russia,Ransomware,"['EUROPE', 'WESTEU']"
2346,,12060,2023-05-22,Attacker confirms,Switzerland,Russia,Data theft & Doxing,"['EUROPE', 'WESTEU']"
2346,,12060,2023-05-22,Attacker confirms,Switzerland,Russia,Disruption,"['EUROPE', 'WESTEU']"
2346,,12060,2023-05-22,Attacker confirms,Switzerland,Russia,Hijacking with Misuse,"['EUROPE', 'WESTEU']"
2346,,12060,2023-05-22,Attacker confirms,Switzerland,Russia,Ransomware,"['EUROPE', 'WESTEU']"
2347,2023-05-21,11726,2023-06-12,Receiver attributes attacker,South Africa,Russia,Data theft,"['AFRICA', 'SSA']"
2347,2023-05-21,11726,2023-06-12,Receiver attributes attacker,South Africa,Russia,Disruption,"['AFRICA', 'SSA']"
2347,2023-05-21,11726,2023-06-12,Receiver attributes attacker,South Africa,Russia,Hijacking with Misuse,"['AFRICA', 'SSA']"
2347,2023-05-21,11726,2023-06-12,Receiver attributes attacker,South Africa,Russia,Ransomware,"['AFRICA', 'SSA']"
2347,2023-05-21,11726,2023-06-12,,South Africa,Russia,Data theft,"['AFRICA', 'SSA']"
2347,2023-05-21,11726,2023-06-12,,South Africa,Russia,Disruption,"['AFRICA', 'SSA']"
2347,2023-05-21,11726,2023-06-12,,South Africa,Russia,Hijacking with Misuse,"['AFRICA', 'SSA']"
2347,2023-05-21,11726,2023-06-12,,South Africa,Russia,Ransomware,"['AFRICA', 'SSA']"
2349,2023-06-13,11727,2023-06-13,Attacker confirms,Switzerland,Russia,Disruption,"['EUROPE', 'WESTEU']"
2350,2023-02-02,11728,,,United States,Not available,Hijacking without Misuse,"['NATO', 'NORTHAM']"
2352,2022-01-01,11731,2023-06-01,Media-based attribution,Ukraine,Russia,Data theft & Doxing,"['EUROPE', 'EASTEU']"
2352,2022-01-01,11731,2023-06-01,Media-based attribution,Ukraine,Russia,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
2352,2022-01-01,11729,2023-03-12,Receiver attributes attacker,Ukraine,Russia,Data theft & Doxing,"['EUROPE', 'EASTEU']"
2352,2022-01-01,11729,2023-03-12,Receiver attributes attacker,Ukraine,Russia,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
2352,2022-01-01,11730,2023-06-01,Receiver attributes attacker,Ukraine,Russia,Data theft & Doxing,"['EUROPE', 'EASTEU']"
2352,2022-01-01,11730,2023-06-01,Receiver attributes attacker,Ukraine,Russia,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Ecuador,China,Data theft,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Ecuador,China,Hijacking with Misuse,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Nicaragua,China,Data theft,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Nicaragua,China,Hijacking with Misuse,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Mexico,China,Data theft,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Mexico,China,Hijacking with Misuse,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Canada,China,Data theft,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Canada,China,Hijacking with Misuse,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Paraguay,China,Data theft,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Paraguay,China,Hijacking with Misuse,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
2353,2022-10-10,12599,2023-06-15,Industry attribution,Argentina,China,Data theft,"['NO_REGION', 'CENTAM', 'NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'EASTEU', 'BALKANS', 'WBALKANS', 'WESTEU', 'NORTHEU', 'ASIA', 'MEA', 'SCS', 'NEA', 'MENA', 'AFRICA', 'NAF', 'SEA', 'GULFC', 'SASIA', 'EASIA', 'CENTAS', 'CSTO', 'SSA', 'SCO', 'OC']"
