ID,incident_type,weighted_cyber_intensity,start_date,year,month,receiver_country,initiator_country,receiver_region
598,Disruption,1.0,2014-01-24,2014.0,1.0,United States,Unknown,"['NATO', 'NORTHAM']"
599,Disruption,1.0,2014-01-26,2014.0,1.0,Nigeria,Nigeria,"['AFRICA', 'SSA']"
600,Disruption,1.0,2014-02-01,2014.0,2.0,India,Pakistan,"['ASIA', 'SASIA', 'SCO']"
601,Data theft,3.0,2014-02-01,2014.0,2.0,United States,"Iran, Islamic Republic of","['NATO', 'NORTHAM']"
601,Disruption,3.0,2014-02-01,2014.0,2.0,United States,"Iran, Islamic Republic of","['NATO', 'NORTHAM']"
602,Data theft & Doxing,2.0,2014-02-01,2014.0,2.0,Turkey,Turkey,"['ASIA', 'NATO', 'MEA']"
602,Disruption,2.0,2014-02-01,2014.0,2.0,Turkey,Turkey,"['ASIA', 'NATO', 'MEA']"
603,Disruption,1.0,2014-02-12,2014.0,2.0,United Kingdom,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
604,Disruption,2.0,2014-02-15,2014.0,2.0,Venezuela,Unknown,['SOUTHAM']
605,Data theft & Doxing,2.0,2014-03-01,2014.0,3.0,Russia,Russia,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
606,Disruption,1.0,2014-03-01,2014.0,3.0,Kuwait,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC']"
607,Disruption,1.0,2014-03-01,2014.0,3.0,Syria,Syria,"['ASIA', 'MENA', 'MEA']"
608,Disruption,1.0,2014-03-01,2014.0,3.0,NATO (institutions),Russia,['NO_REGION']
609,Data theft,1.0,2014-03-01,2014.0,3.0,"Korea, Republic of","Korea, Democratic People's Republic of","['ASIA', 'SCS', 'NEA']"
610,Disruption,1.0,2014-03-14,2014.0,3.0,Russia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
611,Disruption,1.0,2014-03-14,2014.0,3.0,Russia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
612,Disruption,1.0,2014-03-29,2014.0,3.0,Israel,Unknown,"['ASIA', 'MENA', 'MEA']"
613,Disruption,1.0,2014-04-01,2014.0,4.0,United States,Russia,"['NATO', 'NORTHAM']"
614,Disruption,1.0,2014-04-01,2014.0,4.0,Pakistan,India,"['ASIA', 'SASIA', 'SCO']"
615,Data theft,3.0,2014-04-01,2014.0,4.0,India,Unknown,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
615,Data theft,3.0,2014-04-01,2014.0,4.0,Saudi Arabia,Unknown,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
615,Hijacking with Misuse,3.0,2014-04-01,2014.0,4.0,India,Unknown,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
615,Hijacking with Misuse,3.0,2014-04-01,2014.0,4.0,Saudi Arabia,Unknown,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
616,Data theft & Doxing,3.0,2014-04-01,2014.0,4.0,Unknown,Israel,['NO_REGION']
616,Hijacking with Misuse,3.0,2014-04-01,2014.0,4.0,Unknown,Israel,['NO_REGION']
617,Disruption,1.0,2014-04-07,2014.0,4.0,Israel,Unknown,"['ASIA', 'MENA', 'MEA']"
618,Disruption,1.0,2014-05-01,2014.0,5.0,Turkey,Turkey,"['ASIA', 'NATO', 'MEA']"
619,Data theft,1.0,2014-05-01,2014.0,5.0,Belgium,Unknown,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,Russia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,Ukraine,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,"Moldova, Republic of",Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,Belgium,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,"Iran, Islamic Republic of",Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,France,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,Bulgaria,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,United States,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,Turkey,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Data theft,3.0,2014-05-01,2014.0,5.0,Georgia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,Russia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,Ukraine,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,"Moldova, Republic of",Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,Belgium,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,"Iran, Islamic Republic of",Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,France,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,Bulgaria,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,United States,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,Turkey,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
620,Hijacking with Misuse,3.0,2014-05-01,2014.0,5.0,Georgia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'EU(MS)', 'NATO', 'WESTEU', 'ASIA', 'MENA', 'MEA', 'BALKANS', 'NORTHAM', 'CENTAS']"
621,Data theft,1.0,2014-05-05,2014.0,5.0,United States,China,"['NATO', 'NORTHAM']"
622,Disruption,1.0,2014-05-15,2014.0,5.0,Pakistan,Pakistan,"['ASIA', 'SASIA', 'SCO']"
623,Disruption,1.0,2014-05-19,2014.0,5.0,China,Philippines,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
624,Hijacking without Misuse,1.0,2014-06-01,2014.0,6.0,Vietnam,Unknown,"['ASIA', 'SCS', 'SEA']"
625,Disruption,1.0,2014-06-14,2014.0,6.0,Hong Kong,Unknown,['ASIA']
626,Disruption,1.0,2014-06-22,2014.0,6.0,United Kingdom,Syria,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
626,Disruption,1.0,2014-06-22,2014.0,6.0,United States,Syria,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM']"
627,Disruption,1.0,2014-06-26,2014.0,6.0,Armenia,Azerbaijan,"['ASIA', 'CENTAS', 'CSTO']"
628,Data theft,2.0,2014-07-01,2014.0,7.0,United States,Unknown,"['NATO', 'NORTHAM']"
629,Disruption,1.0,2014-07-01,2014.0,7.0,Tunisia,Unknown,"['AFRICA', 'NAF', 'MENA']"
630,Disruption,1.0,2014-07-01,2014.0,7.0,Kenya,Unknown,"['AFRICA', 'SSA']"
631,Data theft,3.0,2014-07-01,2014.0,7.0,"Iran, Islamic Republic of","Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA']"
631,Data theft,3.0,2014-07-01,2014.0,7.0,Saudi Arabia,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA']"
631,Data theft,3.0,2014-07-01,2014.0,7.0,Afghanistan,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA']"
631,Hijacking with Misuse,3.0,2014-07-01,2014.0,7.0,"Iran, Islamic Republic of","Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA']"
631,Hijacking with Misuse,3.0,2014-07-01,2014.0,7.0,Saudi Arabia,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA']"
631,Hijacking with Misuse,3.0,2014-07-01,2014.0,7.0,Afghanistan,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA']"
632,Disruption,1.0,2014-07-03,2014.0,7.0,Israel,Syria,"['ASIA', 'MENA', 'MEA']"
633,Disruption,2.0,2014-07-31,2014.0,7.0,Pakistan,Unknown,"['ASIA', 'SASIA', 'SCO']"
634,Data theft & Doxing,3.0,2014-08-01,2014.0,8.0,Pakistan,Unknown,"['ASIA', 'SASIA', 'SCO']"
634,Disruption,3.0,2014-08-01,2014.0,8.0,Pakistan,Unknown,"['ASIA', 'SASIA', 'SCO']"
635,Data theft,2.0,2014-08-01,2014.0,8.0,United Kingdom,Bahrain,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'GULFC']"
635,Data theft,2.0,2014-08-01,2014.0,8.0,Bahrain,Bahrain,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'GULFC']"
636,Data theft & Doxing,2.0,2014-08-01,2014.0,8.0,United Kingdom,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
637,Disruption,3.0,2014-08-01,2014.0,8.0,Saudi Arabia,Saudi Arabia,"['ASIA', 'MENA', 'MEA', 'GULFC']"
637,Hijacking with Misuse,3.0,2014-08-01,2014.0,8.0,Saudi Arabia,Saudi Arabia,"['ASIA', 'MENA', 'MEA', 'GULFC']"
638,Disruption,1.0,2014-08-02,2014.0,8.0,Israel,Unknown,"['ASIA', 'MENA', 'MEA']"
639,Disruption,1.0,2014-07-14,2014.0,7.0,Russia,Russia,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
640,Disruption,1.0,2014-07-14,2014.0,7.0,Poland,Ukraine,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
641,Disruption,1.0,2014-08-24,2014.0,8.0,Israel,Unknown,"['ASIA', 'MENA', 'MEA']"
642,Data theft & Doxing,2.0,2014-08-31,2014.0,8.0,Pakistan,Unknown,"['ASIA', 'SASIA', 'SCO']"
642,Disruption,2.0,2014-08-31,2014.0,8.0,Pakistan,Unknown,"['ASIA', 'SASIA', 'SCO']"
643,Data theft,3.0,2014-09-01,2014.0,9.0,Hong Kong,China,['ASIA']
643,Hijacking with Misuse,3.0,2014-09-01,2014.0,9.0,Hong Kong,China,['ASIA']
644,Data theft & Doxing,5.0,2014-09-01,2014.0,9.0,United States,"Korea, Democratic People's Republic of","['NATO', 'NORTHAM']"
644,Disruption,5.0,2014-09-01,2014.0,9.0,United States,"Korea, Democratic People's Republic of","['NATO', 'NORTHAM']"
644,Hijacking with Misuse,5.0,2014-09-01,2014.0,9.0,United States,"Korea, Democratic People's Republic of","['NATO', 'NORTHAM']"
645,Disruption,1.0,2014-09-17,2014.0,9.0,Romania,Unknown,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
646,Disruption,1.0,2014-10-01,2014.0,10.0,Germany,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
647,Disruption,1.0,2014-10-01,2014.0,10.0,Israel,Unknown,"['ASIA', 'MENA', 'MEA']"
648,Disruption,1.0,2014-10-01,2014.0,10.0,Ukraine,Russia,"['EUROPE', 'EASTEU']"
649,Disruption,1.0,2014-10-02,2014.0,10.0,UNICEF,Syria,['NO_REGION']
650,Disruption,1.0,2014-10-09,2014.0,10.0,Pakistan,India,"['ASIA', 'SASIA', 'SCO']"
651,Data theft & Doxing,2.0,2014-10-12,2014.0,10.0,China,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
651,Disruption,2.0,2014-10-12,2014.0,10.0,China,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
652,Disruption,1.0,2014-10-18,2014.0,10.0,Albania,Serbia,"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
653,Disruption,1.0,2014-10-25,2014.0,10.0,Ukraine,Unknown,"['EUROPE', 'EASTEU']"
654,Disruption,1.0,2014-11-01,2014.0,11.0,Syria,Egypt,"['ASIA', 'MENA', 'MEA']"
655,Data theft,1.0,2014-11-01,2014.0,11.0,Australia,China,['OC']
656,Disruption,1.0,2014-11-21,2014.0,11.0,Canada,Unknown,"['NATO', 'NORTHAM']"
657,Data theft & Doxing,1.0,2014-11-26,2014.0,11.0,United States,Unknown,"['NATO', 'NORTHAM']"
658,Disruption,1.0,2014-11-27,2014.0,11.0,United States,Syria,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'NORTHEU']"
658,Disruption,1.0,2014-11-27,2014.0,11.0,France,Syria,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'NORTHEU']"
658,Disruption,1.0,2014-11-27,2014.0,11.0,United Kingdom,Syria,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'NORTHEU']"
658,Disruption,1.0,2014-11-27,2014.0,11.0,Canada,Syria,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'NORTHEU']"
659,Disruption,2.0,2014-11-28,2014.0,11.0,France,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
660,Data theft & Doxing,3.0,2014-12-01,2014.0,12.0,"Korea, Republic of","Korea, Democratic People's Republic of","['ASIA', 'SCS', 'NEA']"
660,Hijacking with Misuse,3.0,2014-12-01,2014.0,12.0,"Korea, Republic of","Korea, Democratic People's Republic of","['ASIA', 'SCS', 'NEA']"
661,Disruption,1.0,2014-12-10,2014.0,12.0,United States,Unknown,"['NATO', 'NORTHAM']"
662,Data theft,2.0,2014-12-10,2014.0,12.0,United States,Russia,"['NATO', 'NORTHAM']"
663,Data theft,3.0,2014-01-01,2014.0,1.0,Germany,China,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SCS', 'NEA']"
663,Data theft,3.0,2014-01-01,2014.0,1.0,Japan,China,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SCS', 'NEA']"
663,Hijacking with Misuse,3.0,2014-01-01,2014.0,1.0,Germany,China,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SCS', 'NEA']"
663,Hijacking with Misuse,3.0,2014-01-01,2014.0,1.0,Japan,China,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SCS', 'NEA']"
664,Data theft,3.0,2014-01-01,2014.0,1.0,India,China,"['ASIA', 'SASIA', 'SCO', 'CSTO']"
664,Data theft,3.0,2014-01-01,2014.0,1.0,Pakistan,China,"['ASIA', 'SASIA', 'SCO', 'CSTO']"
664,Data theft,3.0,2014-01-01,2014.0,1.0,Afghanistan,China,"['ASIA', 'SASIA', 'SCO', 'CSTO']"
664,Data theft,3.0,2014-01-01,2014.0,1.0,Kazakhstan,China,"['ASIA', 'SASIA', 'SCO', 'CSTO']"
664,Hijacking with Misuse,3.0,2014-01-01,2014.0,1.0,India,China,"['ASIA', 'SASIA', 'SCO', 'CSTO']"
664,Hijacking with Misuse,3.0,2014-01-01,2014.0,1.0,Pakistan,China,"['ASIA', 'SASIA', 'SCO', 'CSTO']"
664,Hijacking with Misuse,3.0,2014-01-01,2014.0,1.0,Afghanistan,China,"['ASIA', 'SASIA', 'SCO', 'CSTO']"
664,Hijacking with Misuse,3.0,2014-01-01,2014.0,1.0,Kazakhstan,China,"['ASIA', 'SASIA', 'SCO', 'CSTO']"
665,Data theft,4.0,2014-12-01,2014.0,12.0,United States,China,"['NATO', 'NORTHAM']"
665,Hijacking with Misuse,4.0,2014-12-01,2014.0,12.0,United States,China,"['NATO', 'NORTHAM']"
666,Data theft,3.0,2015-01-01,2015.0,1.0,Kazakhstan,Kazakhstan,"['ASIA', 'CSTO', 'SCO']"
666,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Kazakhstan,Kazakhstan,"['ASIA', 'CSTO', 'SCO']"
667,Data theft,3.0,2015-01-01,2015.0,1.0,Ukraine,Unknown,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
667,Data theft,3.0,2015-01-01,2015.0,1.0,Poland,Unknown,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
667,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Ukraine,Unknown,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
667,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Poland,Unknown,"['EUROPE', 'EASTEU', 'NATO', 'EU(MS)']"
668,Data theft,3.0,2015-01-01,2015.0,1.0,Ukraine,Unknown,"['EUROPE', 'EASTEU']"
668,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Ukraine,Unknown,"['EUROPE', 'EASTEU']"
669,Data theft,3.0,2015-01-01,2015.0,1.0,United States,China,"['NATO', 'NORTHAM']"
669,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,United States,China,"['NATO', 'NORTHAM']"
670,Data theft,3.0,2015-01-01,2015.0,1.0,Israel,Palestine,"['ASIA', 'MENA', 'MEA', 'GULFC', 'SCS', 'NEA']"
670,Data theft,3.0,2015-01-01,2015.0,1.0,Kuwait,Palestine,"['ASIA', 'MENA', 'MEA', 'GULFC', 'SCS', 'NEA']"
670,Data theft,3.0,2015-01-01,2015.0,1.0,"Korea, Republic of",Palestine,"['ASIA', 'MENA', 'MEA', 'GULFC', 'SCS', 'NEA']"
670,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Israel,Palestine,"['ASIA', 'MENA', 'MEA', 'GULFC', 'SCS', 'NEA']"
670,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Kuwait,Palestine,"['ASIA', 'MENA', 'MEA', 'GULFC', 'SCS', 'NEA']"
670,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,"Korea, Republic of",Palestine,"['ASIA', 'MENA', 'MEA', 'GULFC', 'SCS', 'NEA']"
671,Data theft,3.0,2015-01-01,2015.0,1.0,Russia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NO_REGION']"
671,Data theft,3.0,2015-01-01,2015.0,1.0,"Moldova, Republic of",Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NO_REGION']"
671,Data theft,3.0,2015-01-01,2015.0,1.0,Global (region),Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NO_REGION']"
671,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Russia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NO_REGION']"
671,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,"Moldova, Republic of",Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NO_REGION']"
671,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Global (region),Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NO_REGION']"
672,Data theft,3.0,2015-01-01,2015.0,1.0,Uzbekistan,Uzbekistan,"['ASIA', 'CENTAS', 'CSTO', 'SCO']"
672,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Uzbekistan,Uzbekistan,"['ASIA', 'CENTAS', 'CSTO', 'SCO']"
673,Data theft,3.0,2015-01-01,2015.0,1.0,Lithuania,Russia,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
673,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Lithuania,Russia,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
674,Data theft,2.0,2015-01-01,2015.0,1.0,United States,China,"['NATO', 'NORTHAM']"
675,Data theft,3.0,2015-01-01,2015.0,1.0,India,Pakistan,"['ASIA', 'SASIA', 'SCO']"
675,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,India,Pakistan,"['ASIA', 'SASIA', 'SCO']"
676,Data theft,4.0,2015-01-01,2015.0,1.0,Philippines,China,"['ASIA', 'SCS', 'SEA']"
676,Hijacking with Misuse,4.0,2015-01-01,2015.0,1.0,Philippines,China,"['ASIA', 'SCS', 'SEA']"
677,Data theft,1.0,2015-01-01,2015.0,1.0,Israel,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA']"
678,Data theft,3.0,2015-01-01,2015.0,1.0,"Iran, Islamic Republic of",Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Data theft,3.0,2015-01-01,2015.0,1.0,Israel,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Data theft,3.0,2015-01-01,2015.0,1.0,Palestine,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Data theft,3.0,2015-01-01,2015.0,1.0,Egypt,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Data theft,3.0,2015-01-01,2015.0,1.0,Jordan,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Data theft,3.0,2015-01-01,2015.0,1.0,Libya,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,"Iran, Islamic Republic of",Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Israel,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Palestine,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Egypt,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Jordan,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
678,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Libya,Palestine,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
679,Data theft,3.0,2015-01-01,2015.0,1.0,Syria,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA']"
679,Hijacking with Misuse,3.0,2015-01-01,2015.0,1.0,Syria,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA']"
680,Data theft,1.0,2015-01-01,2015.0,1.0,Australia,China,['OC']
681,Data theft & Doxing,3.0,2015-01-01,2015.0,1.0,Saudi Arabia,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC']"
681,Disruption,3.0,2015-01-01,2015.0,1.0,Saudi Arabia,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC']"
682,Data theft,1.0,2015-01-01,2015.0,1.0,United States,Unknown,"['NATO', 'NORTHAM']"
683,Data theft,2.0,2015-01-01,2015.0,1.0,United States,Russia,"['NATO', 'NORTHAM']"
683,Data theft,2.0,2015-01-01,2015.0,1.0,United States,Canada,"['NATO', 'NORTHAM']"
684,Data theft,1.0,2015-01-01,2015.0,1.0,Japan,Unknown,"['ASIA', 'SCS', 'NEA']"
685,Data theft,3.0,2012-04-19,2012.0,4.0,Russia,Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
685,Data theft,3.0,2012-04-19,2012.0,4.0,Ukraine,Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
685,Hijacking with Misuse,3.0,2012-04-19,2012.0,4.0,Russia,Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
685,Hijacking with Misuse,3.0,2012-04-19,2012.0,4.0,Ukraine,Ukraine,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
686,Data theft & Doxing,1.0,2015-01-01,2015.0,1.0,United States,Russia,"['NATO', 'NORTHAM', 'NO_REGION', 'EUROPE', 'EASTEU', 'CSTO', 'SCO']"
686,Data theft & Doxing,1.0,2015-01-01,2015.0,1.0,Europe (region),Russia,"['NATO', 'NORTHAM', 'NO_REGION', 'EUROPE', 'EASTEU', 'CSTO', 'SCO']"
686,Data theft & Doxing,1.0,2015-01-01,2015.0,1.0,Russia,Russia,"['NATO', 'NORTHAM', 'NO_REGION', 'EUROPE', 'EASTEU', 'CSTO', 'SCO']"
687,Data theft,3.0,2015-01-01,2015.0,1.0,Mexico,Unknown,['NO_REGION']
