ID,incident_type,weighted_cyber_intensity,start_date,year,month,receiver_country,initiator_country,receiver_region
1166,Hijacking with Misuse,3.0,2018-12-01,2018.0,12.0,Tajikistan,Czech Republic,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,Hijacking with Misuse,3.0,2018-12-01,2018.0,12.0,Kyrgyzstan,China,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1166,Hijacking with Misuse,3.0,2018-12-01,2018.0,12.0,Kyrgyzstan,Czech Republic,"['ASIA', 'CSTO', 'SCO', 'CENTAS', 'SCS']"
1167,Data theft,1.0,2018-12-01,2018.0,12.0,United States,Russia,"['NATO', 'NORTHAM']"
1168,Disruption,3.0,2018-12-10,2018.0,12.0,Europe (region),"Iran, Islamic Republic of","['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,Disruption,3.0,2018-12-10,2018.0,12.0,Middle East (region),"Iran, Islamic Republic of","['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,Disruption,3.0,2018-12-10,2018.0,12.0,Italy,"Iran, Islamic Republic of","['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,Hijacking with Misuse,3.0,2018-12-10,2018.0,12.0,Europe (region),"Iran, Islamic Republic of","['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,Hijacking with Misuse,3.0,2018-12-10,2018.0,12.0,Middle East (region),"Iran, Islamic Republic of","['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1168,Hijacking with Misuse,3.0,2018-12-10,2018.0,12.0,Italy,"Iran, Islamic Republic of","['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)']"
1169,Data theft,1.0,2018-12-13,2018.0,12.0,United States,"Iran, Islamic Republic of","['NATO', 'NORTHAM']"
1170,Data theft,1.0,2018-12-19,2018.0,12.0,EU (institutions),China,"['NO_REGION', 'EUROPE', 'EU(MS)', 'MEA']"
1170,Data theft,1.0,2018-12-19,2018.0,12.0,Cyprus,China,"['NO_REGION', 'EUROPE', 'EU(MS)', 'MEA']"
1171,Data theft,1.0,2018-12-23,2018.0,12.0,United Kingdom,"Iran, Islamic Republic of","['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
1172,Disruption,1.0,2018-12-26,2018.0,12.0,Philippines,Unknown,"['ASIA', 'SCS', 'SEA']"
1173,Data theft & Doxing,1.0,2018-12-30,2018.0,12.0,Italy,Unknown,"['EUROPE', 'NATO', 'EU(MS)']"
1174,Data theft,3.0,2018-06-01,2018.0,6.0,Unknown,Saudi Arabia,['NO_REGION']
1174,Hijacking with Misuse,3.0,2018-06-01,2018.0,6.0,Unknown,Saudi Arabia,['NO_REGION']
1175,Disruption,1.0,2018-05-01,2018.0,5.0,Turkey,Greece,"['ASIA', 'NATO', 'MEA']"
1176,Data theft,4.0,2018-01-01,2018.0,1.0,United States,China,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU']"
1176,Data theft,4.0,2018-01-01,2018.0,1.0,Belgium,China,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU']"
1176,Hijacking with Misuse,4.0,2018-01-01,2018.0,1.0,United States,China,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU']"
1176,Hijacking with Misuse,4.0,2018-01-01,2018.0,1.0,Belgium,China,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU']"
1177,Data theft,4.0,2018-10-04,2018.0,10.0,"Korea, Republic of",Unknown,"['ASIA', 'SCS', 'NEA']"
1177,Hijacking with Misuse,4.0,2018-10-04,2018.0,10.0,"Korea, Republic of",Unknown,"['ASIA', 'SCS', 'NEA']"
1178,Data theft,3.0,2018-01-01,2018.0,1.0,Cyprus,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,Data theft,3.0,2018-01-01,2018.0,1.0,Greece,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,Data theft,3.0,2018-01-01,2018.0,1.0,Iraq,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,Data theft,3.0,2018-01-01,2018.0,1.0,Albania,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,Data theft,3.0,2018-01-01,2018.0,1.0,Turkey,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,Cyprus,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,Greece,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,Iraq,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,Albania,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1178,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,Turkey,Turkey,"['EUROPE', 'EU(MS)', 'MEA', 'NATO', 'BALKANS', 'ASIA', 'MENA', 'WBALKANS']"
1179,Data theft,4.0,2018-01-01,2018.0,1.0,Taiwan,China,"['ASIA', 'SCS']"
1179,Hijacking with Misuse,4.0,2018-01-01,2018.0,1.0,Taiwan,China,"['ASIA', 'SCS']"
1180,Data theft,4.0,2018-01-01,2018.0,1.0,Pakistan,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Data theft,4.0,2018-01-01,2018.0,1.0,Afghanistan,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Data theft,4.0,2018-01-01,2018.0,1.0,India,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Data theft,4.0,2018-01-01,2018.0,1.0,Iraq,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Data theft,4.0,2018-01-01,2018.0,1.0,"Iran, Islamic Republic of",Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Data theft,4.0,2018-01-01,2018.0,1.0,United Arab Emirates,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Hijacking with Misuse,4.0,2018-01-01,2018.0,1.0,Pakistan,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Hijacking with Misuse,4.0,2018-01-01,2018.0,1.0,Afghanistan,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Hijacking with Misuse,4.0,2018-01-01,2018.0,1.0,India,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Hijacking with Misuse,4.0,2018-01-01,2018.0,1.0,Iraq,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Hijacking with Misuse,4.0,2018-01-01,2018.0,1.0,"Iran, Islamic Republic of",Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1180,Hijacking with Misuse,4.0,2018-01-01,2018.0,1.0,United Arab Emirates,Pakistan,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1181,Data theft,3.0,2018-09-01,2018.0,9.0,Pakistan,India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1181,Data theft,3.0,2018-09-01,2018.0,9.0,Pakistan,South Asia (region),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1181,Data theft,3.0,2018-09-01,2018.0,9.0,Saudi Arabia,India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1181,Data theft,3.0,2018-09-01,2018.0,9.0,Saudi Arabia,South Asia (region),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1181,Hijacking with Misuse,3.0,2018-09-01,2018.0,9.0,Pakistan,India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1181,Hijacking with Misuse,3.0,2018-09-01,2018.0,9.0,Pakistan,South Asia (region),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1181,Hijacking with Misuse,3.0,2018-09-01,2018.0,9.0,Saudi Arabia,India,"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1181,Hijacking with Misuse,3.0,2018-09-01,2018.0,9.0,Saudi Arabia,South Asia (region),"['ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC']"
1182,Data theft,4.0,2018-02-01,2018.0,2.0,Vietnam,Vietnam,"['ASIA', 'SCS', 'SEA']"
1182,Hijacking with Misuse,4.0,2018-02-01,2018.0,2.0,Vietnam,Vietnam,"['ASIA', 'SCS', 'SEA']"
1183,Data theft,3.0,2018-10-01,2018.0,10.0,Jordan,Algeria,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
1183,Data theft,3.0,2018-10-01,2018.0,10.0,Algeria,Algeria,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
1183,Hijacking with Misuse,3.0,2018-10-01,2018.0,10.0,Jordan,Algeria,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
1183,Hijacking with Misuse,3.0,2018-10-01,2018.0,10.0,Algeria,Algeria,"['ASIA', 'MENA', 'MEA', 'AFRICA', 'NAF']"
1184,Hijacking with Misuse,2.0,2018-03-01,2018.0,3.0,Southeast Asia (region),China,['NO_REGION']
1185,Hijacking without Misuse,1.0,2018-01-01,2018.0,1.0,Germany,China,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1186,Data theft,4.0,2018-11-01,2018.0,11.0,Southeast Asia (region),China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1186,Data theft,4.0,2018-11-01,2018.0,11.0,Malaysia,China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1186,Data theft,4.0,2018-11-01,2018.0,11.0,Taiwan,China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1186,Data theft,4.0,2018-11-01,2018.0,11.0,Philippines,China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1186,Data theft,4.0,2018-11-01,2018.0,11.0,Vietnam,China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1186,Hijacking with Misuse,4.0,2018-11-01,2018.0,11.0,Southeast Asia (region),China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1186,Hijacking with Misuse,4.0,2018-11-01,2018.0,11.0,Malaysia,China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1186,Hijacking with Misuse,4.0,2018-11-01,2018.0,11.0,Taiwan,China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1186,Hijacking with Misuse,4.0,2018-11-01,2018.0,11.0,Philippines,China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1186,Hijacking with Misuse,4.0,2018-11-01,2018.0,11.0,Vietnam,China,"['NO_REGION', 'ASIA', 'SCS', 'SEA']"
1187,Data theft,3.0,2018-01-01,2018.0,1.0,Kuwait,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC']"
1187,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,Kuwait,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC']"
1188,Data theft,3.0,2018-01-01,2018.0,1.0,"Korea, Republic of","Korea, Democratic People's Republic of","['ASIA', 'SCS', 'NEA']"
1188,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,"Korea, Republic of","Korea, Democratic People's Republic of","['ASIA', 'SCS', 'NEA']"
1189,Data theft,3.0,2018-12-01,2018.0,12.0,Chile,"Korea, Democratic People's Republic of",['SOUTHAM']
1189,Hijacking with Misuse,3.0,2018-12-01,2018.0,12.0,Chile,"Korea, Democratic People's Republic of",['SOUTHAM']
1190,Data theft,3.0,2018-01-01,2018.0,1.0,"Korea, Republic of","Korea, Republic of","['ASIA', 'SCS', 'NEA']"
1190,Data theft,3.0,2018-01-01,2018.0,1.0,Japan,"Korea, Republic of","['ASIA', 'SCS', 'NEA']"
1190,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,"Korea, Republic of","Korea, Republic of","['ASIA', 'SCS', 'NEA']"
1190,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,Japan,"Korea, Republic of","['ASIA', 'SCS', 'NEA']"
1191,Data theft,3.0,2020-01-01,2020.0,1.0,Saudi Arabia,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Data theft,3.0,2020-01-01,2020.0,1.0,Qatar,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Data theft,3.0,2020-01-01,2020.0,1.0,Bahrain,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Data theft,3.0,2020-01-01,2020.0,1.0,Kuwait,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Data theft,3.0,2020-01-01,2020.0,1.0,United Arab Emirates,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Data theft,3.0,2020-01-01,2020.0,1.0,Not available,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Data theft,3.0,2020-01-01,2020.0,1.0,South Asia (region),Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Data theft,3.0,2020-01-01,2020.0,1.0,Pakistan,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Hijacking with Misuse,3.0,2020-01-01,2020.0,1.0,Saudi Arabia,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Hijacking with Misuse,3.0,2020-01-01,2020.0,1.0,Qatar,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Hijacking with Misuse,3.0,2020-01-01,2020.0,1.0,Bahrain,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Hijacking with Misuse,3.0,2020-01-01,2020.0,1.0,Kuwait,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Hijacking with Misuse,3.0,2020-01-01,2020.0,1.0,United Arab Emirates,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Hijacking with Misuse,3.0,2020-01-01,2020.0,1.0,Not available,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Hijacking with Misuse,3.0,2020-01-01,2020.0,1.0,South Asia (region),Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1191,Hijacking with Misuse,3.0,2020-01-01,2020.0,1.0,Pakistan,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NO_REGION', 'SASIA', 'SCO']"
1192,Data theft,3.0,2018-09-01,2018.0,9.0,ISIS,Syria,['NO_REGION']
1192,Hijacking with Misuse,3.0,2018-09-01,2018.0,9.0,ISIS,Syria,['NO_REGION']
1193,Data theft,3.0,2018-01-01,2018.0,1.0,Norway,China,"['EUROPE', 'NATO', 'NORTHEU']"
1193,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,Norway,China,"['EUROPE', 'NATO', 'NORTHEU']"
1194,Data theft,3.0,2018-01-01,2018.0,1.0,Norway,China,"['EUROPE', 'NATO', 'NORTHEU']"
1194,Hijacking with Misuse,3.0,2018-01-01,2018.0,1.0,Norway,China,"['EUROPE', 'NATO', 'NORTHEU']"
1195,Data theft,3.0,2019-01-01,2019.0,1.0,China,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1195,Hijacking with Misuse,3.0,2019-01-01,2019.0,1.0,China,Unknown,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1196,Disruption,2.0,2019-02-24,2019.0,2.0,Ukraine,Russia,"['EUROPE', 'EASTEU']"
1197,Disruption,3.0,2019-07-25,2019.0,7.0,Bahrain,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC']"
1197,Hijacking with Misuse,3.0,2019-07-25,2019.0,7.0,Bahrain,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC']"
1198,Disruption,4.0,2019-07-01,2019.0,7.0,"Iran, Islamic Republic of",United States,"['ASIA', 'MENA', 'MEA']"
1198,Hijacking with Misuse,4.0,2019-07-01,2019.0,7.0,"Iran, Islamic Republic of",United States,"['ASIA', 'MENA', 'MEA']"
1199,Disruption,3.0,2019-04-02,2019.0,4.0,Israel,Palestine,"['ASIA', 'MENA', 'MEA']"
1199,Hijacking with Misuse,3.0,2019-04-02,2019.0,4.0,Israel,Palestine,"['ASIA', 'MENA', 'MEA']"
1200,Data theft,3.0,2019-02-01,2019.0,2.0,Global (region),Vietnam,['NO_REGION']
1200,Hijacking with Misuse,3.0,2019-02-01,2019.0,2.0,Global (region),Vietnam,['NO_REGION']
1201,Disruption,4.0,2019-05-06,2019.0,5.0,United States,Unknown,"['NATO', 'NORTHAM']"
1201,Hijacking with Misuse,4.0,2019-05-06,2019.0,5.0,United States,Unknown,"['NATO', 'NORTHAM']"
1202,Data theft & Doxing,2.0,2019-07-13,2019.0,7.0,Russia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1202,Disruption,2.0,2019-07-13,2019.0,7.0,Russia,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1203,Disruption,4.0,2019-09-01,2019.0,9.0,"Iran, Islamic Republic of",United States,"['ASIA', 'MENA', 'MEA']"
1203,Hijacking with Misuse,4.0,2019-09-01,2019.0,9.0,"Iran, Islamic Republic of",United States,"['ASIA', 'MENA', 'MEA']"
1204,Data theft,4.0,2019-01-01,2019.0,1.0,United States,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Data theft,4.0,2019-01-01,2019.0,1.0,United Arab Emirates,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Data theft,4.0,2019-01-01,2019.0,1.0,Pakistan,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Data theft,4.0,2019-01-01,2019.0,1.0,Mexico,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Data theft,4.0,2019-01-01,2019.0,1.0,Bahrain,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Data theft,4.0,2019-01-01,2019.0,1.0,India,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Data theft,4.0,2019-01-01,2019.0,1.0,Global (region),Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Hijacking with Misuse,4.0,2019-01-01,2019.0,1.0,United States,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Hijacking with Misuse,4.0,2019-01-01,2019.0,1.0,United Arab Emirates,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Hijacking with Misuse,4.0,2019-01-01,2019.0,1.0,Pakistan,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Hijacking with Misuse,4.0,2019-01-01,2019.0,1.0,Mexico,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Hijacking with Misuse,4.0,2019-01-01,2019.0,1.0,Bahrain,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Hijacking with Misuse,4.0,2019-01-01,2019.0,1.0,India,Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1204,Hijacking with Misuse,4.0,2019-01-01,2019.0,1.0,Global (region),Unknown,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'NO_REGION']"
1205,Disruption,4.0,2019-01-01,2019.0,1.0,United States,Russia,"['NATO', 'NORTHAM']"
1205,Hijacking with Misuse,4.0,2019-01-01,2019.0,1.0,United States,Russia,"['NATO', 'NORTHAM']"
1205,Ransomware,4.0,2019-01-01,2019.0,1.0,United States,Russia,"['NATO', 'NORTHAM']"
1206,Data theft,3.0,2019-05-02,2019.0,5.0,Saudi Arabia,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Data theft,3.0,2019-05-02,2019.0,5.0,India,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Data theft,3.0,2019-05-02,2019.0,5.0,United Arab Emirates,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Data theft,3.0,2019-05-02,2019.0,5.0,Egypt,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Data theft,3.0,2019-05-02,2019.0,5.0,Turkey,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Data theft,3.0,2019-05-02,2019.0,5.0,Croatia,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Hijacking with Misuse,3.0,2019-05-02,2019.0,5.0,Saudi Arabia,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Hijacking with Misuse,3.0,2019-05-02,2019.0,5.0,India,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Hijacking with Misuse,3.0,2019-05-02,2019.0,5.0,United Arab Emirates,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Hijacking with Misuse,3.0,2019-05-02,2019.0,5.0,Egypt,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Hijacking with Misuse,3.0,2019-05-02,2019.0,5.0,Turkey,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1206,Hijacking with Misuse,3.0,2019-05-02,2019.0,5.0,Croatia,"Iran, Islamic Republic of","['ASIA', 'MENA', 'MEA', 'GULFC', 'SASIA', 'SCO', 'AFRICA', 'NAF', 'NATO', 'EUROPE', 'BALKANS', 'EU(MS)']"
1207,Data theft,3.0,2019-09-01,2019.0,9.0,Ukraine,Russia,"['EUROPE', 'EASTEU']"
1207,Hijacking with Misuse,3.0,2019-09-01,2019.0,9.0,Ukraine,Russia,"['EUROPE', 'EASTEU']"
1208,Disruption,4.0,2019-12-01,2019.0,12.0,United States,Russia,"['NATO', 'NORTHAM']"
1208,Hijacking with Misuse,4.0,2019-12-01,2019.0,12.0,United States,Russia,"['NATO', 'NORTHAM']"
1209,Data theft,1.0,2019-11-01,2019.0,11.0,Ukraine,Russia,"['EUROPE', 'EASTEU']"
1210,Data theft,2.0,2019-02-01,2019.0,2.0,Australia,China,['OC']
1211,Data theft,3.0,2019-01-01,2019.0,1.0,Russia,"Korea, Democratic People's Republic of","['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1211,Hijacking with Misuse,3.0,2019-01-01,2019.0,1.0,Russia,"Korea, Democratic People's Republic of","['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1212,Data theft,3.0,2019-01-01,2019.0,1.0,Eastern Europe,Russia,['NO_REGION']
1212,Data theft,3.0,2019-01-01,2019.0,1.0,Central Asia (region),Russia,['NO_REGION']
1212,Hijacking with Misuse,3.0,2019-01-01,2019.0,1.0,Eastern Europe,Russia,['NO_REGION']
1212,Hijacking with Misuse,3.0,2019-01-01,2019.0,1.0,Central Asia (region),Russia,['NO_REGION']
1213,Data theft,1.0,2019-03-15,2019.0,3.0,Hong Kong,China,['ASIA']
1214,Data theft,2.0,2019-01-01,2019.0,1.0,Turkey,China,"['ASIA', 'NATO', 'MEA', 'CSTO', 'SCO', 'SASIA', 'SEA', 'SCS']"
1214,Data theft,2.0,2019-01-01,2019.0,1.0,Kazakhstan,China,"['ASIA', 'NATO', 'MEA', 'CSTO', 'SCO', 'SASIA', 'SEA', 'SCS']"
1214,Data theft,2.0,2019-01-01,2019.0,1.0,India,China,"['ASIA', 'NATO', 'MEA', 'CSTO', 'SCO', 'SASIA', 'SEA', 'SCS']"
1214,Data theft,2.0,2019-01-01,2019.0,1.0,Thailand,China,"['ASIA', 'NATO', 'MEA', 'CSTO', 'SCO', 'SASIA', 'SEA', 'SCS']"
