ID,start_date,industry_date,political_date,attacker_date,third_party_date,other_date,date_difference_ind,date_difference_pol,date_difference_att,date_difference_third,date_difference_other,date_difference_ind_months,date_difference_pol_months,date_difference_att_months,date_difference_third_months,date_difference_other_months,average_overall,receiver_country,initiator_country,incident_type,receiver_region
950,2016-11-01,,,,,2019-01-01,,,,,791,,,,,26.4,26.4,Turkey,China,Hijacking with Misuse,"['ASIA', 'NATO', 'MEA']"
951,2016-10-13,,2016-01-01,,,,,,,,,,,,,,,Montenegro,Russia,Disruption,"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
952,2016-10-01,,2016-01-01,,,,,,,,,,,,,,,Bulgaria,Russia,Disruption,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
953,2016-06-01,2016-01-01,,,,,,,,,,,,,,,,Europe (region),China,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
953,2016-06-01,2016-01-01,,,,,,,,,,,,,,,,Europe (region),China,Hijacking with Misuse,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
953,2016-06-01,2016-01-01,,,,,,,,,,,,,,,,France,China,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
953,2016-06-01,2016-01-01,,,,,,,,,,,,,,,,France,China,Hijacking with Misuse,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Australia,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Australia,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,India,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,India,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Vietnam,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Vietnam,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Myanmar,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Myanmar,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Philippines,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Philippines,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Thailand,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Thailand,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Brunei,China,Data theft,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
954,2016-01-01,2020-01-01,,,,,1461,,,,,48.7,,,,,48.7,Brunei,China,Hijacking with Misuse,"['OC', 'ASIA', 'SASIA', 'SCO', 'SCS', 'SEA']"
955,2016-12-25,,,,,,,,,,,,,,,,,Russia,Unknown,Data theft & Doxing,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
956,2016-01-01,2021-01-01,2021-01-01,,,,1827,1827,,,,60.9,60.9,,,,60.9,Japan,China,Data theft,"['ASIA', 'SCS', 'NEA']"
957,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,United States,"Korea, Democratic People's Republic of",Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
957,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Europe (region),"Korea, Democratic People's Republic of",Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
957,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Asia (region),"Korea, Democratic People's Republic of",Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
958,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,United States,"Iran, Islamic Republic of",Data theft,"['NATO', 'NORTHAM']"
958,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,United States,"Iran, Islamic Republic of",Hijacking with Misuse,"['NATO', 'NORTHAM']"
959,2017-01-01,2018-01-01,,,,2018-01-01,365,,,,365,12.2,,,,12.2,12.2,Russia,Unknown,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,2018-01-01,,,,2018-01-01,365,,,,365,12.2,,,,12.2,12.2,Russia,Unknown,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,2018-01-01,,,,2018-01-01,365,,,,365,12.2,,,,12.2,12.2,Egypt,Unknown,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,2018-01-01,,,,2018-01-01,365,,,,365,12.2,,,,12.2,12.2,Egypt,Unknown,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,2018-01-01,,,,2018-01-01,365,,,,365,12.2,,,,12.2,12.2,"Iran, Islamic Republic of",Unknown,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
959,2017-01-01,2018-01-01,,,,2018-01-01,365,,,,365,12.2,,,,12.2,12.2,"Iran, Islamic Republic of",Unknown,Hijacking with Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,United States,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,United States,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Brazil,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Brazil,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,China,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,China,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,France,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,France,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Germany,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Germany,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Italy,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Italy,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Mexico,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Mexico,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Spain,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Spain,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Portugal,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,Portugal,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,United Kingdom,China,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,2017-01-01,2019-01-01,,,,,730,,,,,24.3,,,,,24.3,United Kingdom,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
961,2017-01-01,,,,,,,,,,,,,,,,,"Korea, Republic of","Korea, Democratic People's Republic of",Hijacking with Misuse,"['ASIA', 'SCS', 'NEA']"
962,2017-01-01,,,,,,,,,,,,,,,,,"Korea, Republic of",Unknown,Data theft,"['ASIA', 'SCS', 'NEA']"
962,2017-01-01,,,,,,,,,,,,,,,,,"Korea, Republic of",Unknown,Hijacking with Misuse,"['ASIA', 'SCS', 'NEA']"
963,2017-01-01,,,,,,,,,,,,,,,,,Central Asia (region),Russia,Data theft,"['NO_REGION', 'ASIA', 'SASIA']"
963,2017-01-01,,,,,,,,,,,,,,,,,Central Asia (region),Russia,Hijacking with Misuse,"['NO_REGION', 'ASIA', 'SASIA']"
963,2017-01-01,,,,,,,,,,,,,,,,,Afghanistan,Russia,Data theft,"['NO_REGION', 'ASIA', 'SASIA']"
963,2017-01-01,,,,,,,,,,,,,,,,,Afghanistan,Russia,Hijacking with Misuse,"['NO_REGION', 'ASIA', 'SASIA']"
964,2017-01-01,2017-01-01,,,2017-01-01,,0,,,0,,0.0,,,0.0,,0.0,France,Russia,Data theft & Doxing,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
966,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Vietnam,"Korea, Democratic People's Republic of",Data theft,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Vietnam,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Japan,"Korea, Democratic People's Republic of",Data theft,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Japan,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Middle East (region),"Korea, Democratic People's Republic of",Data theft,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Middle East (region),"Korea, Democratic People's Republic of",Hijacking with Misuse,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
967,2017-01-01,,2020-01-01,,,,,1095,,,,,36.5,,,,36.5,Sweden,China,Data theft,"['EUROPE', 'EU(MS)', 'NORTHEU', 'NATO', 'NORTHAM', 'WESTEU']"
967,2017-01-01,,2020-01-01,,,,,1095,,,,,36.5,,,,36.5,Sweden,China,Hijacking with Misuse,"['EUROPE', 'EU(MS)', 'NORTHEU', 'NATO', 'NORTHAM', 'WESTEU']"
967,2017-01-01,,2020-01-01,,,,,1095,,,,,36.5,,,,36.5,United States,China,Data theft,"['EUROPE', 'EU(MS)', 'NORTHEU', 'NATO', 'NORTHAM', 'WESTEU']"
967,2017-01-01,,2020-01-01,,,,,1095,,,,,36.5,,,,36.5,United States,China,Hijacking with Misuse,"['EUROPE', 'EU(MS)', 'NORTHEU', 'NATO', 'NORTHAM', 'WESTEU']"
967,2017-01-01,,2020-01-01,,,,,1095,,,,,36.5,,,,36.5,Lithuania,China,Data theft,"['EUROPE', 'EU(MS)', 'NORTHEU', 'NATO', 'NORTHAM', 'WESTEU']"
967,2017-01-01,,2020-01-01,,,,,1095,,,,,36.5,,,,36.5,Lithuania,China,Hijacking with Misuse,"['EUROPE', 'EU(MS)', 'NORTHEU', 'NATO', 'NORTHAM', 'WESTEU']"
967,2017-01-01,,2020-01-01,,,,,1095,,,,,36.5,,,,36.5,Germany,China,Data theft,"['EUROPE', 'EU(MS)', 'NORTHEU', 'NATO', 'NORTHAM', 'WESTEU']"
967,2017-01-01,,2020-01-01,,,,,1095,,,,,36.5,,,,36.5,Germany,China,Hijacking with Misuse,"['EUROPE', 'EU(MS)', 'NORTHEU', 'NATO', 'NORTHAM', 'WESTEU']"
968,2017-01-01,,,,,,,,,,,,,,,,,Thailand,Unknown,Data theft & Doxing,"['ASIA', 'SEA']"
969,2017-01-01,,2017-01-01,,,,,0,,,,,0.0,,,,0.0,NATO (institutions),Russia,Data theft,['NO_REGION']
969,2017-01-01,,2017-01-01,,,,,0,,,,,0.0,,,,0.0,NATO (institutions),Russia,Hijacking with Misuse,['NO_REGION']
970,2017-01-01,,,,,,,,,,,,,,,,,United States,China,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
970,2017-01-01,,,,,,,,,,,,,,,,,United States,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
970,2017-01-01,,,,,,,,,,,,,,,,,Southeast Asia (region),China,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
970,2017-01-01,,,,,,,,,,,,,,,,,Southeast Asia (region),China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'NO_REGION']"
971,2017-01-01,2017-01-01,,,,,0,,,,,0.0,,,,,0.0,Vietnam,China,Data theft,"['ASIA', 'SCS', 'SEA']"
972,2017-05-01,2017-12-15,,,2020-10-23,2017-01-01,228,,,1271,,7.6,,,42.4,,42.4,Saudi Arabia,Russia,Disruption,"['ASIA', 'MENA', 'MEA', 'GULFC']"
972,2017-05-01,2017-12-15,,,2020-10-23,2017-01-01,228,,,1271,,7.6,,,42.4,,42.4,Saudi Arabia,Russia,Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC']"
973,2017-01-01,,,2017-01-01,,,,,0,,,,,0.0,,,0.0,India,Pakistan,Disruption,"['ASIA', 'SASIA', 'SCO']"
974,2017-01-01,,,,,,,,,,,,,,,,,Pakistan,India,Disruption,"['ASIA', 'SASIA', 'SCO']"
974,2017-01-01,,,,,,,,,,,,,,,,,Pakistan,India,Ransomware,"['ASIA', 'SASIA', 'SCO']"
975,2017-01-01,,2017-01-01,,,,,0,,,,,0.0,,,,0.0,United Nations Organization,Russia,Data theft & Doxing,['NO_REGION']
976,2017-01-01,2017-01-01,,,,,0,,,,,0.0,,,,,0.0,Mena Region (region),"Iran, Islamic Republic of",Data theft,['NO_REGION']
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Israel,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Israel,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Jordan,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Jordan,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,United Arab Emirates,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,United Arab Emirates,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Saudi Arabia,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Saudi Arabia,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Turkey,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Turkey,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
978,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,"Iran, Islamic Republic of","Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA']"
978,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,"Iran, Islamic Republic of","Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA']"
979,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,North America,China,Data theft,['NO_REGION']
979,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,North America,China,Hijacking without Misuse,['NO_REGION']
979,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Asia (region),China,Data theft,['NO_REGION']
979,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Asia (region),China,Hijacking without Misuse,['NO_REGION']
980,2017-01-01,2018-01-01,2018-01-01,,,,365,365,,,,12.2,12.2,,,,12.2,Germany,Russia,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
980,2017-01-01,2018-01-01,2018-01-01,,,,365,365,,,,12.2,12.2,,,,12.2,Germany,Russia,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
981,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Mena Region (region),Unknown,Data theft,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Mena Region (region),Unknown,Hijacking with Misuse,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Africa,Unknown,Data theft,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Africa,Unknown,Hijacking with Misuse,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Palestine,Unknown,Data theft,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Palestine,Unknown,Hijacking with Misuse,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Global (region),Unknown,Data theft,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Global (region),Unknown,Hijacking with Misuse,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
982,2017-01-01,,,2018-01-01,,,,,365,,,,,12.2,,,12.2,ISIS,United Kingdom,Disruption,['NO_REGION']
983,2017-01-01,2019-01-01,,,2019-01-01,,730,,,730,,24.3,,,24.3,,24.3,Middle East (region),Unknown,Data theft,['NO_REGION']
983,2017-01-01,2019-01-01,,,2019-01-01,,730,,,730,,24.3,,,24.3,,24.3,Middle East (region),Unknown,Hijacking with Misuse,['NO_REGION']
984,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Europe (region),Russia,Data theft,['NO_REGION']
984,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,Europe (region),Russia,Hijacking with Misuse,['NO_REGION']
984,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,South America,Russia,Data theft,['NO_REGION']
984,2017-01-01,2018-01-01,,,,,365,,,,,12.2,,,,,12.2,South America,Russia,Hijacking with Misuse,['NO_REGION']
985,2017-02-01,,,,,2017-01-01,,,,,,,,,,,,Singapore,Unknown,Data theft,['ASIA']
986,2017-02-01,,2017-01-01,,,,,,,,,,,,,,,United States,Russia,Data theft,"['NATO', 'NORTHAM']"
986,2017-02-01,,2017-01-01,,,,,,,,,,,,,,,United States,Russia,Hijacking with Misuse,"['NATO', 'NORTHAM']"
987,2017-02-01,,,,,,,,,,,,,,,,,Saudi Arabia,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,Saudi Arabia,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,United States,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,United States,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,Iraq,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,Iraq,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,Israel,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,Israel,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,United Arab Emirates,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,United Arab Emirates,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,2017-02-01,,,,,,,,,,,,,,,,,Georgia,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
